protocol,track,representation,model,fold,n_features,n_discovered,n_train,n_validation,rmse,mae,r2,target_mean,target_std
fold_municipality_grouped,competition,B1_agronomic,Ridge10,2,350,0,122,16,2.110999961501034,2.04575773905219,-24.244924416664883,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B1_agronomic,Ridge10,3,350,0,128,10,0.7634581546482877,0.6453422139005771,-17.232298598610154,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B1_agronomic,Ridge10,4,350,0,65,73,1.0499322640602033,0.8605197122340856,-2.0881436532056656,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B1_agronomic,Ridge10,5,350,0,132,6,0.5614268621347079,0.4391146175472959,0.49684488916990976,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B1_agronomic,ExtraTrees,1,350,0,110,28,0.5435687003549112,0.35320538832199594,0.6054253197193535,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B1_agronomic,ExtraTrees,2,350,0,110,28,0.5105888980301199,0.4117808078231301,0.5969057155748569,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B1_agronomic,ExtraTrees,3,350,0,110,28,0.38281028704911646,0.2882566524943308,0.7936120795791206,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B1_agronomic,ExtraTrees,4,350,0,111,27,0.5779077254352143,0.3770344444444444,0.5509295352085766,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B1_agronomic,ExtraTrees,5,350,0,111,27,0.48587625084630814,0.3730622574955909,0.6662533282734906,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B1_agronomic,ExtraTrees,1,350,0,105,33,0.7641871394455725,0.6750549470899494,-3.11622252866261,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B1_agronomic,ExtraTrees,2,350,0,122,16,1.383945709936847,1.3193529017857155,-9.850149731831525,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B1_agronomic,ExtraTrees,3,350,0,128,10,0.8142426116585866,0.7740111666666671,-19.738560187700426,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B1_agronomic,ExtraTrees,4,350,0,65,73,0.7724329348262086,0.6637485312024338,-0.6714619591117428,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B1_agronomic,ExtraTrees,5,350,0,132,6,0.5349267678206299,0.4612453835978829,0.5432230572976824,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B2_empirical,Ridge10,1,335,0,110,28,0.7666142713185327,0.587770561628424,0.21517264789635626,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B2_empirical,Ridge10,2,335,0,110,28,0.7693712647176469,0.6472751846817394,0.08475823744365762,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B2_empirical,Ridge10,3,335,0,110,28,0.8160657680606341,0.6755561288528212,0.06207654454106615,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B2_empirical,Ridge10,4,335,0,111,27,1.0034002262006305,0.812392426143589,-0.3537731040429859,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B2_empirical,Ridge10,5,335,0,111,27,0.757681999688666,0.5872725856131743,0.18840466955928303,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B2_empirical,Ridge10,1,335,0,105,33,0.7310738131850105,0.5951058145031646,-2.7672275354937548,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B2_empirical,Ridge10,2,335,0,122,16,1.1366615525464074,0.860870566898998,-6.319138485716432,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B2_empirical,Ridge10,3,335,0,128,10,0.7108607390022796,0.5582191428468577,-14.806656143603693,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B2_empirical,Ridge10,4,335,0,65,73,1.002461779554016,0.8094562652332408,-1.815208584159473,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B2_empirical,Ridge10,5,335,0,132,6,1.111848433857633,0.9971900499471936,-0.9733616752045338,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B2_empirical,ExtraTrees,1,335,0,110,28,0.6495104868910094,0.4851355017006807,0.43663136339519104,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B2_empirical,ExtraTrees,2,335,0,110,28,0.6139833166930939,0.5292762103174601,0.41712282866058914,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B2_empirical,ExtraTrees,3,335,0,110,28,0.674618445145002,0.5677800595238096,0.35903620630944766,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B2_empirical,ExtraTrees,4,335,0,111,27,0.687055026081236,0.5347130452674893,0.3652824096849755,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B2_empirical,ExtraTrees,5,335,0,111,27,0.6057765702928928,0.47621873015872973,0.4812112567560589,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B2_empirical,ExtraTrees,1,335,0,105,33,1.0010786052746812,0.8745248484848493,-6.063757082325211,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B2_empirical,ExtraTrees,2,335,0,122,16,0.9926379979637643,0.8621500148809526,-4.581866119061443,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B2_empirical,ExtraTrees,3,335,0,128,10,0.48988467535167046,0.45091494444444524,-6.506865874578851,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B2_empirical,ExtraTrees,4,335,0,65,73,1.0599590866041337,0.9626653033268099,-2.147408661809672,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B2_empirical,ExtraTrees,5,335,0,132,6,0.7860414951714532,0.7184587433862436,0.013705847494049461,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B3_base_plus_agronomic,Ridge10,1,1750,0,110,28,0.636089110129371,0.4625301589502273,0.45967352011762475,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B3_base_plus_agronomic,Ridge10,2,1750,0,110,28,0.7057750072208261,0.51180803829346,0.22981251832956484,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B3_base_plus_agronomic,Ridge10,3,1750,0,110,28,0.6930035771640812,0.5641534894130148,0.3236242504917627,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B3_base_plus_agronomic,Ridge10,4,1750,0,111,27,0.6210546301086161,0.4591985434961024,0.4813706384731643,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B3_base_plus_agronomic,Ridge10,5,1750,0,111,27,0.6603532596389089,0.5075057216143387,0.38352105006966075,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B3_base_plus_agronomic,Ridge10,1,1750,0,105,33,0.799404545598092,0.6283155409231405,-3.5043551221516456,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B3_base_plus_agronomic,Ridge10,2,1750,0,122,16,1.4291337857524045,1.3592448297579711,-10.57026741890294,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B3_base_plus_agronomic,Ridge10,3,1750,0,128,10,0.7453257321135891,0.6387070653215996,-16.37653498547521,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B3_base_plus_agronomic,Ridge10,4,1750,0,65,73,0.7399805950538241,0.599197457648414,-0.5339655046557952,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B3_base_plus_agronomic,Ridge10,5,1750,0,132,6,0.8731861803521563,0.7467059850045858,-0.21710828703702023,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B3_base_plus_agronomic,ExtraTrees,1,1750,0,110,28,0.5587181858999637,0.37132498015873056,0.58312490927662,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B3_base_plus_agronomic,ExtraTrees,2,1750,0,110,28,0.49944881581219497,0.3973236111111111,0.6143033376107998,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B3_base_plus_agronomic,ExtraTrees,3,1750,0,110,28,0.4016078424191021,0.29554047619047574,0.7728454473984376,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B3_base_plus_agronomic,ExtraTrees,4,1750,0,111,27,0.5625112918588603,0.3559838271604939,0.5745387789530907,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B3_base_plus_agronomic,ExtraTrees,5,1750,0,111,27,0.48699323647360154,0.3801996296296297,0.664717057503433,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B3_base_plus_agronomic,ExtraTrees,1,1750,0,105,33,0.7746102707837262,0.6778441245791244,-3.2292747377110773,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B3_base_plus_agronomic,ExtraTrees,2,1750,0,122,16,1.322702087584257,1.2540215625000009,-8.911096437263474,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B3_base_plus_agronomic,ExtraTrees,3,1750,0,128,10,0.8663273318623083,0.8440485555555555,-22.476588130115584,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B3_base_plus_agronomic,ExtraTrees,4,1750,0,65,73,0.858487147604161,0.757350030441399,-1.0646313934782685,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B3_base_plus_agronomic,ExtraTrees,5,1750,0,132,6,0.6087890724080761,0.5716799074074054,0.40837133355184274,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B4_base_plus_empirical,Ridge10,1,1735,0,110,28,0.6261279963110997,0.4491016500307595,0.476463968533973,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B4_base_plus_empirical,Ridge10,2,1735,0,110,28,0.6769868814769212,0.5304750407593616,0.29136204214638506,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B4_base_plus_empirical,Ridge10,3,1735,0,110,28,0.6833508768189965,0.5856114248414398,0.3423352157496038,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B4_base_plus_empirical,Ridge10,4,1735,0,111,27,0.6439083236899243,0.4792523120139098,0.44249910271996384,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B4_base_plus_empirical,Ridge10,5,1735,0,111,27,0.660993381681915,0.5104842392735789,0.3823252869685826,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B4_base_plus_empirical,Ridge10,1,1735,0,105,33,0.7791338392871807,0.6311719890256972,-3.278815200905335,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B4_base_plus_empirical,Ridge10,2,1735,0,122,16,1.3727191350579726,1.2894089165459597,-9.674830778515224,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B4_base_plus_empirical,Ridge10,3,1735,0,128,10,0.5321204936962841,0.44976351336946135,-7.857087172309949,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B4_base_plus_empirical,Ridge10,4,1735,0,65,73,0.7542838669316607,0.6022510068010675,-0.5938394384514438,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B4_base_plus_empirical,Ridge10,5,1735,0,132,6,0.8489003332672821,0.6899684389508057,-0.1503471485833645,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B4_base_plus_empirical,ExtraTrees,1,1735,0,110,28,0.555892898668997,0.3742657341269843,0.5873302994443397,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B4_base_plus_empirical,ExtraTrees,2,1735,0,110,28,0.5007490579282029,0.39844535714285645,0.6122925136050643,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B4_base_plus_empirical,ExtraTrees,3,1735,0,110,28,0.4180223072836023,0.31000694444444454,0.7538975192385854,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B4_base_plus_empirical,ExtraTrees,4,1735,0,111,27,0.5753252077630998,0.36284901234567885,0.5549341231066591,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B4_base_plus_empirical,ExtraTrees,5,1735,0,111,27,0.47896515010966056,0.3720266666666664,0.6756802251001413,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B4_base_plus_empirical,ExtraTrees,1,1735,0,105,33,0.8785839740553674,0.7870751010101028,-4.440839945757142,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B4_base_plus_empirical,ExtraTrees,2,1735,0,122,16,1.2785288361525415,1.208432986111111,-8.260164021412582,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B4_base_plus_empirical,ExtraTrees,3,1735,0,128,10,0.8452088945206313,0.8115253333333323,-21.345962506702953,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B4_base_plus_empirical,ExtraTrees,4,1735,0,65,73,0.8937507897964836,0.7960798325722981,-1.2377306395649263,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B4_base_plus_empirical,ExtraTrees,5,1735,0,132,6,0.644844573883607,0.6162867592592602,0.3362177854471776,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B5_all,Ridge10,1,2085,0,110,28,0.6459638089558548,0.45802745628833313,0.4427671590006834,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B5_all,Ridge10,2,2085,0,110,28,0.6897736818632494,0.520892925545592,0.2643399960913493,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B5_all,Ridge10,3,2085,0,110,28,0.6759235144939474,0.5663320704967548,0.35655388070424654,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B5_all,Ridge10,4,2085,0,111,27,0.6615507135967083,0.49236563353663115,0.4115307462487884,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B5_all,Ridge10,5,2085,0,111,27,0.6751913753762107,0.5167315767445975,0.355505267295694,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B5_all,Ridge10,1,2085,0,105,33,0.8748408910372336,0.6986443118315098,-4.3945788392424845,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B5_all,Ridge10,2,2085,0,122,16,1.45755837421191,1.3872413497847083,-11.03509542031928,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B5_all,Ridge10,3,2085,0,128,10,0.6313197424384865,0.5330121179600247,-11.46722190849249,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B5_all,Ridge10,4,2085,0,65,73,0.7673538138677456,0.6076284161733978,-0.6495528829742614,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B5_all,Ridge10,5,2085,0,132,6,0.9097866466401695,0.7463164237721173,-0.321279292242032,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B5_all,ExtraTrees,1,2085,0,110,28,0.5599245010998166,0.3712409523809524,0.5813228357010327,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B5_all,ExtraTrees,2,2085,0,110,28,0.49182025504420673,0.38660208333333346,0.6259955870269399,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B5_all,ExtraTrees,3,2085,0,110,28,0.4009305257832984,0.2969475396825395,0.7736109992700906,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B5_all,ExtraTrees,4,2085,0,111,27,0.5674634012714638,0.35769744855967067,0.567014646347263,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B5_all,ExtraTrees,5,2085,0,111,27,0.48578966179885075,0.38184051440329186,0.666372273092413,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B5_all,ExtraTrees,1,2085,0,105,33,0.8196176962392194,0.722372777777777,-3.7350225238800023,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B5_all,ExtraTrees,2,2085,0,122,16,1.292367877931998,1.2216053472222224,-8.46171656050181,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B5_all,ExtraTrees,3,2085,0,128,10,0.865456716091601,0.8379423888888905,-22.429426238795617,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B5_all,ExtraTrees,4,2085,0,65,73,0.8978241714006047,0.7993925266362242,-1.2581745991203377,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B5_all,ExtraTrees,5,2085,0,132,6,0.5745244965806455,0.5297515740740735,0.47309464315230987,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,1,2085,20,110,28,0.6423067156832315,0.4499446449045795,0.44905879281568073,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,2,2085,20,110,28,0.688448336749424,0.5191645972485219,0.2671643041842886,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,3,2085,20,110,28,0.6732874263743102,0.5623044338276836,0.3615629478520568,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,2085,20,111,27,0.6635538865496659,0.4945995865954331,0.40796158555409767,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,2085,20,111,27,0.6710424913573495,0.5140624367773575,0.36340145395542967,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,2085,20,105,33,0.9078766975276457,0.7149418367911523,-4.809692340634458,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,2085,20,122,16,1.4451127713347314,1.3742903636989379,-10.830445585305055,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,3,2085,20,128,10,0.7317713006806802,0.6265091685382493,-15.750265460286332,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,4,2085,20,65,73,0.780704750618098,0.6245185174949147,-0.707452282018229,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,5,2085,20,132,6,0.9008703017918038,0.735691166887506,-0.2955078606168118,4.248333333333332,0.8670274889913622
fold_state_stratified,competition,B7_all_plus_discovery,ExtraTrees,1,2085,20,110,28,0.5517067298180355,0.3740795833333336,0.5935221415597753,3.9039285714285716,0.8812253223682743
fold_state_stratified,competition,B7_all_plus_discovery,ExtraTrees,2,2085,20,110,28,0.49427076929027597,0.38790099206349155,0.622259317975046,4.050714285714286,0.818964696799059
fold_state_stratified,competition,B7_all_plus_discovery,ExtraTrees,3,2085,20,110,28,0.3949528610402684,0.29018944444444444,0.7803113582139332,3.9474999999999993,0.8581013710296488
fold_state_stratified,competition,B7_all_plus_discovery,ExtraTrees,4,2085,20,111,27,0.5693997571810362,0.3652888065843622,0.5640546520764727,3.817407407407407,0.8788129782338507
fold_state_stratified,competition,B7_all_plus_discovery,ExtraTrees,5,2085,20,111,27,0.4676553969779449,0.37031915637860063,0.6908156512100945,4.055925925925926,0.8570623317214684
fold_municipality_grouped,competition,B7_all_plus_discovery,ExtraTrees,1,2085,20,105,33,0.7230560408001766,0.622580723905724,-2.68504939502832,3.0454545454545454,0.3825007427206099
fold_municipality_grouped,competition,B7_all_plus_discovery,ExtraTrees,2,2085,20,122,16,1.225444387009601,1.151861284722222,-7.50716464012512,3.08125,0.43392587692677037
fold_municipality_grouped,competition,B7_all_plus_discovery,ExtraTrees,3,2085,20,128,10,0.9001673309302561,0.8844742777777759,-24.346467630332516,4.520999999999999,0.1884704515596839
fold_municipality_grouped,competition,B7_all_plus_discovery,ExtraTrees,4,2085,20,65,73,0.8467473389384866,0.7453426940639273,-1.0085498371523864,4.456712328767122,0.6015998457689494
fold_municipality_grouped,competition,B7_all_plus_discovery,ExtraTrees,5,2085,20,132,6,0.5970567358716783,0.569789166666667,0.4309548622704428,4.248333333333332,0.8670274889913622
