protocol,representation,model,fold,candidate,params_json,inner_rmse_mean,inner_rmse_std,rank
fold_state_stratified,C0_base,ElasticNet,3,3,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.5397443280969774,0.13538971975081393,2
fold_state_stratified,C0_base,ElasticNet,3,4,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",0.5299629055031657,0.1737173606263843,1
fold_state_stratified,C0_base,ElasticNet,3,5,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",0.842644396464299,0.1457396973275253,6
fold_state_stratified,C0_base,ExtraTrees,3,0,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",0.522321590553348,0.15275774303339473,2
fold_state_stratified,C0_base,ExtraTrees,3,1,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 3}",0.5197930996936148,0.16078287717521356,1
fold_state_stratified,C0_base,ExtraTrees,3,2,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}",0.5291440352133301,0.16816332548720828,6
fold_state_stratified,C0_base,ExtraTrees,3,3,"{""max_features"": 0.3, ""min_samples_leaf"": 2}",0.5262385776190273,0.14300292704117396,4
fold_state_stratified,C0_base,ExtraTrees,3,4,"{""max_features"": 0.3, ""min_samples_leaf"": 3}",0.524549537411963,0.14872816778407047,3
fold_state_stratified,C0_base,ExtraTrees,3,5,"{""max_features"": 0.3, ""min_samples_leaf"": 5}",0.5280557455055335,0.16296983423503553,5
fold_state_stratified,C0_base,CatBoost,3,0,"{""depth"": 4, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.03}",0.5274858019519787,0.14896073255404907,1
fold_state_stratified,C0_base,CatBoost,3,1,"{""depth"": 4, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.06}",0.5306832450167199,0.14894880141100608,5
fold_state_stratified,C0_base,CatBoost,3,2,"{""depth"": 5, ""l2_leaf_reg"": 10.0, ""learning_rate"": 0.03}",0.5302569700256338,0.16720098798820207,4
fold_state_stratified,C0_base,CatBoost,3,3,"{""depth"": 5, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.06}",0.5299261146987894,0.16581910401054278,3
fold_state_stratified,C0_base,CatBoost,3,4,"{""depth"": 6, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.03}",0.5317879977908285,0.171211773227843,6
fold_state_stratified,C0_base,CatBoost,3,5,"{""depth"": 6, ""l2_leaf_reg"": 10.0, ""learning_rate"": 0.06}",0.5281013193724471,0.1705926056727091,2
fold_state_stratified,C0_base,PLS,3,0,"{""n_components"": 2}",0.5469587537916704,0.16209084955584357,1
fold_state_stratified,C0_base,PLS,3,1,"{""n_components"": 4}",0.5563216847908424,0.11533713090600853,2
fold_state_stratified,C0_base,PLS,3,2,"{""n_components"": 8}",0.5588271840461333,0.108780376444565,3
fold_state_stratified,C0_base,PLS,3,3,"{""n_components"": 12}",0.5917103141799596,0.09488894943229344,4
fold_state_stratified,C0_base,PLS,3,4,"{""n_components"": 20}",0.6056243672482192,0.09189838661287565,5
fold_state_stratified,C0_base,PCA_RBF,3,0,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 8}",4.043868824297591,0.0751598822435903,2
fold_state_stratified,C0_base,PCA_RBF,3,1,"{""alpha"": 1.0, ""gamma"": 0.05, ""n_components"": 16}",4.0458546649262646,0.07501744914062214,4
fold_state_stratified,C0_base,PCA_RBF,3,2,"{""alpha"": 1.0, ""gamma"": 0.02, ""n_components"": 24}",4.039531764332606,0.07712260288579804,1
