protocol,representation,model,n_features,n_primitives,n_discovered,fold_rmse_mean,fold_rmse_std,fold_mae_mean,fold_r2_mean,inner_best_rmse_mean,elapsed_seconds,oof_rows,oof_rmse,oof_mae,oof_r2
fold_municipality_grouped,C3_base_agro_plus_discovery,CatBoost,1754,24,20,0.8043966588799181,0.27148999285886954,0.7259477245321483,-4.844194124692438,0.8163028252530313,229.71749829989858,138,0.8883238314640453,0.762766157042753,-0.09718012246406738
fold_municipality_grouped,C2_all_plus_discovery,Ridge,2085,24,20,0.7594904790684774,0.27865131123131165,0.6742118100638064,-3.3695119860146896,0.8450007049349868,12.485799700021744,138,0.895586043030486,0.7718037682317295,-0.11519275173675503
fold_municipality_grouped,C0_base,CatBoost,1400,0,0,0.8433397059926449,0.2576699623503018,0.7482978809949484,-5.441359010709381,0.8277286300129288,201.43106640013866,138,0.9043721817120137,0.7736089201106143,-0.13718126085432525
fold_municipality_grouped,C2_all_plus_discovery,ExtraTrees,2085,24,20,0.8977771213259794,0.39906419023740125,0.8235194237237851,-11.673836384953146,0.7873450193639686,31.987489599967375,138,0.9052034113906573,0.7749875590924782,-0.13927264145605855
fold_municipality_grouped,C1_agronomic,Ridge,350,0,0,0.8345052007182957,0.42075175906264567,0.7450793376574805,-3.7850028111209517,0.8319484555340175,0.8221800001338124,138,1.0053134998907673,0.8598422238105234,-0.40520062223956943
fold_municipality_grouped,C1_agronomic,ElasticNet,350,0,0,0.8060640722741319,0.39782834795342115,0.7266042620594282,-3.3300031701445496,0.8282968886955361,10.023440100019798,138,1.0350813912234968,0.894074926964356,-0.4896502235196456
fold_municipality_grouped,C0_base,ElasticNet,1400,0,0,0.9295550686904889,0.34556676796549063,0.858265826554003,-6.20783215949458,0.7920311002980719,12.383087399881333,138,1.0569443782351757,0.925535631405838,-0.55324359217895
fold_municipality_grouped,C2_all_plus_discovery,ElasticNet,2085,24,20,0.9401240235705546,0.3255726535682649,0.8668308428294115,-5.805457937675266,0.8035305735507459,25.22637530020438,138,1.0645647223021777,0.9376730817200168,-0.5757214429741102
fold_municipality_grouped,C3_base_agro_plus_discovery,ElasticNet,1754,24,20,0.9331751239959465,0.33176210255280275,0.8514859071770005,-5.756928667642356,0.7593846774114889,25.783639300148934,138,1.0655274242989836,0.9370840526710756,-0.5785726290941737
fold_municipality_grouped,C1_agronomic,PCA_Poly2,350,0,0,1.4288783578475595,0.4021463056790535,1.141045849498803,-18.903469719007404,1.7440556223160855,2.1953677993733436,138,1.6296365379605504,1.3355899191917129,-2.6924686024326903
fold_municipality_grouped,C0_base,PCA_Poly2,1400,0,0,1.196719038977968,0.7780529823480528,1.0123846836351211,-13.326230239769838,1.705621932366763,4.196355700260028,138,1.925291950802566,1.5254030247661925,-4.153811077745354
fold_municipality_grouped,C2_all_plus_discovery,PCA_Poly2,2085,24,20,1.6303581294158629,1.142625894622477,1.3459902832528574,-62.20337096596997,1.8980935100563545,15.45056000025943,138,2.161347368948746,1.6949849239128187,-5.4950791503393335
fold_municipality_grouped,C3_base_agro_plus_discovery,PCA_Poly2,1754,24,20,1.7967401593668035,1.5852458012832285,1.461605687180803,-116.97562274969114,1.869137141969714,15.084781300276518,138,2.2170095729862354,1.6680331009791531,-5.833928664654596
fold_municipality_grouped,C1_agronomic,PCA_RBF,350,0,0,3.793097632733885,0.6806661985761899,3.7486438648087295,-159.9861756680917,3.7327234802356606,2.2432517998386174,138,3.9711825914541508,3.879161944433494,-20.926787935772985
fold_municipality_grouped,C0_base,PCA_RBF,1400,0,0,3.904143784670538,0.7481258940800881,3.8705001233840752,-168.5836764554721,3.779658360428347,4.182143400190398,138,4.045186105635303,3.955298956542733,-21.75161961269764
fold_municipality_grouped,C3_base_agro_plus_discovery,PCA_RBF,1754,24,20,3.90416471522276,0.7481556359998607,3.870522371500479,-168.5919771756784,3.7797928852785914,14.639629399869591,138,4.0452466679231165,3.955351975129761,-21.752300867113988
fold_municipality_grouped,C2_all_plus_discovery,PCA_RBF,2085,24,20,3.9041882014158196,0.7481725867324099,3.870544463189179,-168.59237361778733,3.779803082178597,15.10169790009968,138,4.0452569484516046,3.955360999145895,-21.75241651196517
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,1754,24,20,0.49224554581748337,0.08009902074377279,0.3575853588750314,0.6542618157272173,0.4976619465295748,30.508402799721807,138,0.4971786586150675,0.35749400736139864,0.6563152508610332
fold_state_stratified,C2_all_plus_discovery,ExtraTrees,2085,24,20,0.4946100514355319,0.08058032823690053,0.35964914211703186,0.6508609751823032,0.49983833507767894,31.579225700348616,138,0.4995705016490194,0.35951796979238543,0.6530004773607769
fold_state_stratified,C1_agronomic,ExtraTrees,350,0,0,0.49889172970450585,0.07141686039088518,0.3600893483245152,0.6453924538150269,0.5123494535582716,17.641322000185028,138,0.5023553467496158,0.35974008756038667,0.649121011547783
fold_state_stratified,C0_base,ExtraTrees,1400,0,0,0.5017208568875541,0.07447879295107222,0.36477554963466885,0.6415619153011904,0.5063135927641988,19.707534600049257,138,0.5057436434798088,0.3646142452409709,0.6443718174350153
fold_state_stratified,C0_base,ElasticNet,1400,0,0,0.5163536673430803,0.07231486772704716,0.3784738872988357,0.6202426813853791,0.5243161369957847,9.89330599969253,138,0.5198328134757381,0.3783909555680293,0.6242814094497025
fold_state_stratified,C3_base_agro_plus_discovery,ElasticNet,1754,24,20,0.5164026877968145,0.08794162919975652,0.37776159875487836,0.6187479447943339,0.5278631220762515,22.88432589964941,138,0.5218099944347282,0.37760797642204713,0.621417887322721
fold_state_stratified,C1_agronomic,CatBoost,350,0,0,0.5202340724805674,0.06890542024399432,0.37962992350651836,0.6142329363998927,0.5169801961357946,131.36127310013399,138,0.5234559960064284,0.3795023291850517,0.6190257155028549
fold_state_stratified,C2_all_plus_discovery,ElasticNet,2085,24,20,0.519358939366484,0.0872579464972495,0.3797001053464832,0.6146875959961082,0.5356629653479899,24.401549100410193,138,0.5246002475322906,0.37944355853555267,0.6173583093716062
fold_state_stratified,C1_agronomic,ElasticNet,350,0,0,0.5210957569839347,0.07600500288768912,0.39048417850003775,0.6127938016963709,0.5310745754584592,9.68600400025025,138,0.5250256678575353,0.3903009658965961,0.6167374573714496
fold_state_stratified,C3_base_agro_plus_discovery,PLS,1754,24,20,0.5207913556184998,0.08705989448249755,0.38352297326032064,0.6113717585503355,0.5358096928641695,11.501260299701244,138,0.5259556183559607,0.38333905181947286,0.615378549172568
fold_state_stratified,C0_base,Ridge,1400,0,0,0.5269930028004045,0.044413566770249484,0.398055461959869,0.6077629798244415,0.5237275181226074,2.1190359995234758,138,0.5281201745597285,0.3980188978399095,0.6122062363174222
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,1754,24,20,0.5273051397110594,0.05967040595537109,0.3936602918008579,0.6066589094063309,0.5200016819771961,239.93172430014238,138,0.529811978594876,0.3936551324827239,0.6097177046169098
fold_state_stratified,C2_all_plus_discovery,CatBoost,2085,24,20,0.5271278105641388,0.07745952099203593,0.38478027861055175,0.6045241459216533,0.5175613728007977,257.7667067996226,138,0.5313320752821131,0.38469050653972164,0.607474954635476
fold_state_stratified,C0_base,CatBoost,1400,0,0,0.5302167958286527,0.059156996699462255,0.38535204473235873,0.6011547299461594,0.5189177517736399,183.9501057001762,138,0.5325518179629916,0.38510726462734357,0.6056707002937283
fold_state_stratified,C3_base_agro_plus_discovery,Ridge,1754,24,20,0.531753963172792,0.04802572708997708,0.3990683347350731,0.600705419813933,0.5225163677442154,12.249720799736679,138,0.5330858479627509,0.3989004368519555,0.6048794561262584
fold_state_stratified,C0_base,PLS,1400,0,0,0.5303221840324535,0.0739634653891652,0.408966534466556,0.5994381268891017,0.5385030979152942,2.2760369998868555,138,0.5339064961125122,0.40856021429360834,0.6036619992069406
fold_state_stratified,C2_all_plus_discovery,PLS,2085,24,20,0.5308850869445145,0.08154199529767583,0.3939749319489084,0.5978106364385875,0.5451936484511692,11.925101700006053,138,0.5351767260300878,0.39371883333523067,0.6017738811061984
fold_state_stratified,C1_agronomic,PLS,350,0,0,0.5313805939781172,0.09134293133168327,0.3988804029468889,0.5942526991425371,0.5481750820257126,0.8672742000781,138,0.5369408657339305,0.3985764062910327,0.5991441538914375
fold_state_stratified,C2_all_plus_discovery,Ridge,2085,24,20,0.5417684909421909,0.04930761859773633,0.4066083258501898,0.5859214224726857,0.531839116511149,12.639339300105348,138,0.5430998182209366,0.4064152098957666,0.5898954202258413
fold_state_stratified,C1_agronomic,Ridge,350,0,0,0.5586595158418225,0.0696440417423072,0.420768051028143,0.5571319793968532,0.5575870542087957,0.8318761996924877,138,0.5618058938916648,0.42065070883607986,0.5611583023110557
fold_state_stratified,C1_agronomic,PCA_Poly2,350,0,0,0.7140664772631943,0.131965407750077,0.5295079237523003,0.25130908605819285,1.0726087167926108,2.2018548999913037,138,0.7247559853285536,0.5299673680580196,0.26967036164824143
fold_state_stratified,C3_base_agro_plus_discovery,PCA_Poly2,1754,24,20,0.7385333655925665,0.11223170429214943,0.5506969974066496,0.20663344739475722,0.9545226412423723,14.689497799845412,138,0.7460258828901284,0.5506069849752472,0.22617439671047734
fold_state_stratified,C2_all_plus_discovery,PCA_Poly2,2085,24,20,0.7512793565833749,0.10057365327673978,0.5758766317496102,0.191443610579959,0.962614368132745,15.504565500188619,138,0.7567660346169677,0.5756273917595774,0.20373327445547929
fold_state_stratified,C0_base,PCA_Poly2,1400,0,0,0.7614146590810513,0.11901453836877518,0.5740088857451311,0.15746050816215168,0.8879373712426573,3.9234494001138955,138,0.7704446932847864,0.5746591116552919,0.17468784628802703
fold_state_stratified,C1_agronomic,PCA_RBF,350,0,0,3.2399906599769546,0.1752233924150641,3.072953215877816,-13.841458396327123,3.435148664068379,2.379626600071788,138,3.2431077295663853,3.0723228383926235,-13.623726462931739
fold_state_stratified,C0_base,PCA_RBF,1400,0,0,4.020615857534898,0.09234333714152416,3.9315339864398036,-21.83479872161135,4.030968308678316,3.969923000317067,138,4.02156616738933,3.931688678004046,-21.48670081077667
fold_state_stratified,C3_base_agro_plus_discovery,PCA_RBF,1754,24,20,4.027702788963174,0.09273780927188796,3.93909295179339,-21.915150921919793,4.0345149029573095,14.568296699784696,138,4.02865922450937,3.939246246451099,-21.56609282156067
fold_state_stratified,C2_all_plus_discovery,PCA_RBF,2085,24,20,4.0338463015738615,0.093565724507224,3.9453555978043413,-21.986065923093964,4.037829829536497,15.808713500155136,138,4.0348546634993525,3.9455445381006475,-21.635552333474642
