protocol,representation,model,kind,fold,n_features,n_primitives,n_discovered,n_train,n_validation,inner_best_rmse,best_params_json,compute,elapsed_seconds,rmse,mae,r2
fold_municipality_grouped,G2_base_agro,XGBoostLarge,xgboost,4,1750,0,0,65,73,0.9285216561549511,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 3.0, ""n_estimators"": 1500, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",GPU,18.02111540012993,0.9826469315535331,0.8699046129723117,-1.705016608029168
fold_municipality_grouped,G2_base_agro,XGBoostLarge,xgboost,5,1750,0,0,132,6,0.861737888027141,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 2500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",GPU,27.23088030004874,0.5517493376559173,0.4866369438171387,0.5140415332614363
fold_state_stratified,G3_all_deterministic,XGBoostLarge,xgboost,1,2085,0,0,110,28,0.5233608189856254,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 3.0, ""n_estimators"": 1500, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",GPU,24.5620558001101,0.6009898079239961,0.4145083808898925,0.5176585945491032
fold_state_stratified,G3_all_deterministic,XGBoostLarge,xgboost,2,2085,0,0,110,28,0.5075257660944795,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 2500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",GPU,27.360622100066394,0.5465571325393374,0.41510868651526306,0.5381137459824124
fold_state_stratified,G3_all_deterministic,XGBoostLarge,xgboost,3,2085,0,0,110,28,0.6193840694552707,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 2500, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.85}",GPU,28.492372799897566,0.48078982875259396,0.36763534409659254,0.674442564789741
fold_state_stratified,G3_all_deterministic,XGBoostLarge,xgboost,4,2085,0,0,111,27,0.5045306538921612,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 2500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",GPU,27.698546699946746,0.5769321964233962,0.3809261763537371,0.5524443497681607
fold_state_stratified,G3_all_deterministic,XGBoostLarge,xgboost,5,2085,0,0,111,27,0.5536930310437017,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 2500, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.85}",GPU,29.10805100016296,0.493723523341615,0.37717424922519266,0.6553857441651744
fold_municipality_grouped,G3_all_deterministic,XGBoostLarge,xgboost,1,2085,0,0,105,33,0.83336734160405,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 3.0, ""n_estimators"": 1500, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",GPU,23.41526939999312,0.46591045051021857,0.3719745260296446,-0.5300453375874257
fold_municipality_grouped,G3_all_deterministic,XGBoostLarge,xgboost,2,2085,0,0,122,16,0.7496621254702421,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 2500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",GPU,28.86586350016296,1.1018771066348585,0.9997379451990127,-5.8780280699326815
fold_municipality_grouped,G3_all_deterministic,XGBoostLarge,xgboost,3,2085,0,0,128,10,0.7953196632517278,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 2500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",GPU,30.194428500020877,0.5618972434762197,0.4884535036087036,-8.876083462922637
fold_municipality_grouped,G3_all_deterministic,XGBoostLarge,xgboost,4,2085,0,0,65,73,0.9374854906542905,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 3.0, ""n_estimators"": 1500, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",GPU,18.592777600046247,0.9763485967760049,0.8618067993529854,-1.6704518025629875
fold_municipality_grouped,G3_all_deterministic,XGBoostLarge,xgboost,5,2085,0,0,132,6,0.8860322585985104,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 2500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",GPU,29.117808800190687,0.49407765855347446,0.44327587604522706,0.6103219488854426
fold_state_stratified,G0_base,LightGBMLarge,lightgbm,1,1400,0,0,110,28,0.5127361632404833,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,6.626614199951291,0.605130996373322,0.4128996844824047,0.5109884363675294
fold_state_stratified,G0_base,LightGBMLarge,lightgbm,2,1400,0,0,110,28,0.5208549120462397,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,6.542414300143719,0.5209551060968308,0.4080776594717578,0.580371957225666
fold_state_stratified,G0_base,LightGBMLarge,lightgbm,3,1400,0,0,110,28,0.6028144097593514,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,6.702769000083208,0.47664942103131186,0.38100094928282185,0.6800256134426209
fold_state_stratified,G0_base,LightGBMLarge,lightgbm,4,1400,0,0,111,27,0.5100387279846,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,6.781188599998131,0.6172049052883187,0.4263495238957585,0.48778035555231214
fold_state_stratified,G0_base,LightGBMLarge,lightgbm,5,1400,0,0,111,27,0.5478846679356135,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,7.126054499996826,0.5250384647179093,0.3916643909351921,0.6102843532849775
fold_municipality_grouped,G0_base,LightGBMLarge,lightgbm,1,1400,0,0,105,33,0.867361741710888,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,6.6503209001384676,0.5244173875721061,0.4269597915968478,-0.938445349297607
fold_municipality_grouped,G0_base,LightGBMLarge,lightgbm,2,1400,0,0,122,16,0.7816145035882313,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,7.261185400187969,1.060542244417736,0.9479251390688103,-5.371674312056204
fold_municipality_grouped,G0_base,LightGBMLarge,lightgbm,3,1400,0,0,128,10,0.826144203647382,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.037742600077763,0.5733292457370739,0.4963841542786591,-9.28203647337864
fold_municipality_grouped,G0_base,LightGBMLarge,lightgbm,4,1400,0,0,65,73,0.9613692051324163,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,4.614444299833849,1.1089045282657626,1.0019824385876535,-2.4447939130507126
fold_municipality_grouped,G0_base,LightGBMLarge,lightgbm,5,1400,0,0,132,6,0.8110109130455889,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.033399499952793,0.5844268572329241,0.4992230532184101,0.45477489668875637
fold_state_stratified,G1_agronomic,LightGBMLarge,lightgbm,1,350,0,0,110,28,0.5457499487506386,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,4.623389000073075,0.5731391828271216,0.42023552861758606,0.5613273775982291
fold_state_stratified,G1_agronomic,LightGBMLarge,lightgbm,2,350,0,0,110,28,0.5222232318228016,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,4.60061309998855,0.5269317270574291,0.4335569477606782,0.5706884205392423
fold_state_stratified,G1_agronomic,LightGBMLarge,lightgbm,3,350,0,0,110,28,0.6504554170819349,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,4.349626099923626,0.4452761341334975,0.3437569215403938,0.7207611039310688
fold_state_stratified,G1_agronomic,LightGBMLarge,lightgbm,4,350,0,0,111,27,0.5082486625807939,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,4.288955700118095,0.5866253274495443,0.3764775202820836,0.5372791046440393
fold_state_stratified,G1_agronomic,LightGBMLarge,lightgbm,5,350,0,0,111,27,0.5615836987526835,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 4, ""min_child_samples"": 12, ""n_estimators"": 2500, ""num_leaves"": 7, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",CPU,4.720246799988672,0.562622403793182,0.44713961941748354,0.5524931949433494
fold_municipality_grouped,G1_agronomic,LightGBMLarge,lightgbm,1,350,0,0,105,33,0.855079179205104,"{""colsample_bytree"": 0.65, ""learning_rate"": 0.012, ""max_depth"": 4, ""min_child_samples"": 12, ""n_estimators"": 2500, ""num_leaves"": 7, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.85}",CPU,4.59157929988578,0.4638042099104889,0.3668914451962486,-0.5162428598532327
fold_municipality_grouped,G1_agronomic,LightGBMLarge,lightgbm,2,350,0,0,122,16,0.7774192284826787,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,4.694255900103599,1.3038525074971363,1.2409609093752283,-8.630626875292807
fold_municipality_grouped,G1_agronomic,LightGBMLarge,lightgbm,3,350,0,0,128,10,0.7320107166676527,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,4.934961799997836,0.5586517136661989,0.4902143370807469,-8.762324038355292
fold_municipality_grouped,G1_agronomic,LightGBMLarge,lightgbm,4,350,0,0,65,73,1.059296972539515,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,3.102932699956,0.7084880890145548,0.566888062402361,-0.4061771546200299
fold_municipality_grouped,G1_agronomic,LightGBMLarge,lightgbm,5,350,0,0,132,6,0.8051739538315569,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,5.045431399950758,0.73567094689728,0.5747322296602478,0.13606170973369858
fold_state_stratified,G2_base_agro,LightGBMLarge,lightgbm,1,1750,0,0,110,28,0.5189833090104123,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.009994100080803,0.5920255283229577,0.3919412162097179,0.5319403552239244
fold_state_stratified,G2_base_agro,LightGBMLarge,lightgbm,2,1750,0,0,110,28,0.5106689943049547,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,7.892578200204298,0.5196298268542924,0.4073901992296222,0.5825042598149941
fold_state_stratified,G2_base_agro,LightGBMLarge,lightgbm,3,1750,0,0,110,28,0.6198906209390559,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,7.997967300005257,0.4575521793830957,0.36980991123352824,0.70515190101012
fold_state_stratified,G2_base_agro,LightGBMLarge,lightgbm,4,1750,0,0,111,27,0.49921327602170457,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.03562769992277,0.6016358116185976,0.4098733357585718,0.5132960726212787
fold_state_stratified,G2_base_agro,LightGBMLarge,lightgbm,5,1750,0,0,111,27,0.5507811200762012,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,8.511982900090516,0.5167304870052756,0.38951056591534194,0.622520152243643
fold_municipality_grouped,G2_base_agro,LightGBMLarge,lightgbm,1,1750,0,0,105,33,0.8304281455041408,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,7.69903130014427,0.5239962587589523,0.421338432687791,-0.9353332960620682
fold_municipality_grouped,G2_base_agro,LightGBMLarge,lightgbm,2,1750,0,0,122,16,0.7922684160117316,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.655115699861199,0.9777937351910848,0.8544938746032456,-4.416167972476365
fold_municipality_grouped,G2_base_agro,LightGBMLarge,lightgbm,3,1750,0,0,128,10,0.8089116667728614,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.786588599905372,0.47976487371039256,0.3968372953522529,-6.19992286422311
fold_municipality_grouped,G2_base_agro,LightGBMLarge,lightgbm,4,1750,0,0,65,73,0.9732628255370105,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,5.059273699996993,1.1784398591545697,1.0782963598293223,-2.890359883413745
fold_municipality_grouped,G2_base_agro,LightGBMLarge,lightgbm,5,1750,0,0,132,6,0.8630176623858713,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.645969999954104,0.6331366857426186,0.5462012051596381,0.36010241786825603
fold_state_stratified,G3_all_deterministic,LightGBMLarge,lightgbm,1,2085,0,0,110,28,0.5195340262870781,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,9.710750400088727,0.5855320229447808,0.38327527215608226,0.5421516703034728
fold_state_stratified,G3_all_deterministic,LightGBMLarge,lightgbm,2,2085,0,0,110,28,0.5133119205249056,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,9.896897900151089,0.539652662051229,0.42201079036028005,0.5497097403959701
fold_state_stratified,G3_all_deterministic,LightGBMLarge,lightgbm,3,2085,0,0,110,28,0.6174548978503578,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,9.291936699999496,0.4952951856526508,0.4010755737862913,0.6545021981372067
fold_state_stratified,G3_all_deterministic,LightGBMLarge,lightgbm,4,2085,0,0,111,27,0.5007678727726481,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,8.260130000067875,0.5973460252928647,0.4219761470783721,0.5202119256760861
fold_state_stratified,G3_all_deterministic,LightGBMLarge,lightgbm,5,2085,0,0,111,27,0.5641239198889293,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,9.150387099944055,0.5081571478951131,0.38109070216259755,0.6349421617040568
fold_municipality_grouped,G3_all_deterministic,LightGBMLarge,lightgbm,1,2085,0,0,105,33,0.831492943656559,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 16, ""n_estimators"": 2500, ""num_leaves"": 11, ""reg_alpha"": 0.3, ""reg_lambda"": 30.0, ""subsample"": 0.9}",CPU,8.614832099992782,0.5283875451694133,0.427071779498305,-0.9679068627985947
fold_municipality_grouped,G3_all_deterministic,LightGBMLarge,lightgbm,2,2085,0,0,122,16,0.7650830222847486,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,9.512387899914756,0.9110765093631162,0.7730674280238652,-3.7022674023854787
fold_municipality_grouped,G3_all_deterministic,LightGBMLarge,lightgbm,3,2085,0,0,128,10,0.8149698097529935,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,10.885576500091702,0.6443313990085977,0.5880699932309559,-11.986422839262293
fold_municipality_grouped,G3_all_deterministic,LightGBMLarge,lightgbm,4,2085,0,0,65,73,0.9472443056057515,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,6.643340599955991,1.2031062700616812,1.1142750368349388,-3.0549257992802072
fold_municipality_grouped,G3_all_deterministic,LightGBMLarge,lightgbm,5,2085,0,0,132,6,0.869242405623373,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 8, ""n_estimators"": 1500, ""num_leaves"": 5, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.85}",CPU,10.953235300024971,0.6004727989610499,0.5223145824024212,0.4244246450434227
fold_state_stratified,G0_base,ExtraTreesLarge,extra_trees,1,1400,0,0,110,28,0.4947908112871168,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,7.217786999884993,0.5497935261171308,0.3755126190476072,0.5963364140491721
fold_state_stratified,G0_base,ExtraTreesLarge,extra_trees,2,1400,0,0,110,28,0.49758388498373757,"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3}",CPU,7.271479899995029,0.4892772558388383,0.37703302380952247,0.6298532324212205
fold_state_stratified,G0_base,ExtraTreesLarge,extra_trees,3,1400,0,0,110,28,0.5744086601514892,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,7.304065000033006,0.3924084230861155,0.3033760639714176,0.7831328773271085
fold_state_stratified,G0_base,ExtraTreesLarge,extra_trees,4,1400,0,0,111,27,0.47795101155610337,"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3}",CPU,7.244821100030094,0.5920623729564329,0.3894313045267493,0.5286620427572088
fold_state_stratified,G0_base,ExtraTreesLarge,extra_trees,5,1400,0,0,111,27,0.5059732399690396,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,7.386252399999648,0.46657758875563116,0.3689289869228942,0.692239167002765
fold_municipality_grouped,G0_base,ExtraTreesLarge,extra_trees,1,1400,0,0,105,33,0.8601251533111656,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,7.24262629984878,0.6282574464901065,0.5146259956830247,-1.7821124878156822
fold_municipality_grouped,G0_base,ExtraTreesLarge,extra_trees,2,1400,0,0,122,16,0.5581007859570698,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,7.419007499935105,1.302198204330072,1.2213462330455442,-8.606204067720265
fold_municipality_grouped,G0_base,ExtraTreesLarge,extra_trees,3,1400,0,0,128,10,0.6206827129095861,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,7.505472100106999,1.1049848859356175,1.0906250743392647,-37.19298689812468
fold_municipality_grouped,G0_base,ExtraTreesLarge,extra_trees,4,1400,0,0,65,73,1.0774275080956939,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,6.6433635000139475,0.8467133947008959,0.7445793607306005,-1.0083888036936837
fold_municipality_grouped,G0_base,ExtraTreesLarge,extra_trees,5,1400,0,0,132,6,0.9239112336264621,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,7.588931299978867,0.8821574789432562,0.8452693999012668,-0.24224641765506427
fold_state_stratified,G1_agronomic,ExtraTreesLarge,extra_trees,1,350,0,0,110,28,0.4958243293409991,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,6.207053800113499,0.548069086987307,0.35625476190475325,0.5988646418080077
fold_state_stratified,G1_agronomic,ExtraTreesLarge,extra_trees,2,350,0,0,110,28,0.5014932528583581,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,6.2545668999664485,0.4841152362915111,0.3941090760375179,0.6376223472807991
fold_state_stratified,G1_agronomic,ExtraTreesLarge,extra_trees,3,350,0,0,110,28,0.5754307670138403,"{""max_depth"": 8, ""max_features"": 0.75, ""min_samples_leaf"": 3}",CPU,6.308374499902129,0.3966815597765089,0.2986968308640283,0.7783840061229799
fold_state_stratified,G1_agronomic,ExtraTreesLarge,extra_trees,4,350,0,0,111,27,0.49231578721654734,"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3}",CPU,6.245582800125703,0.5702428492575884,0.361207160493826,0.5627627155488573
fold_state_stratified,G1_agronomic,ExtraTreesLarge,extra_trees,5,350,0,0,111,27,0.5194267131765732,"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3}",CPU,6.207890799967572,0.5030236219363738,0.39459859670782216,0.6422807101278614
fold_municipality_grouped,G1_agronomic,ExtraTreesLarge,extra_trees,1,350,0,0,105,33,0.8850400328485849,"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3}",CPU,6.257350699976087,0.6312161498221781,0.5380326498316499,-1.8083782425256194
fold_municipality_grouped,G1_agronomic,ExtraTreesLarge,extra_trees,2,350,0,0,122,16,0.5255255953470873,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,6.289124200120568,1.3471463603772973,1.2780808333333393,-9.280806571522826
fold_municipality_grouped,G1_agronomic,ExtraTreesLarge,extra_trees,3,350,0,0,128,10,0.7045650422857479,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,6.320896400138736,0.7965968116961394,0.7562966666666735,-18.84943164954968
fold_municipality_grouped,G1_agronomic,ExtraTreesLarge,extra_trees,4,350,0,0,65,73,1.085879453660182,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,6.181307899998501,0.696758796868552,0.5751838356164497,-0.3600029560471478
fold_municipality_grouped,G1_agronomic,ExtraTreesLarge,extra_trees,5,350,0,0,132,6,0.9733410003388951,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",CPU,6.318459999980405,0.5290408575414076,0.46301777777777703,0.5532197781078778
