family,split_id,method,rmse,mae,r2
fold_municipality_grouped,fold_municipality_grouped_fold1,Blend_Graph_CatBoost_w0p30,0.39094692606799386,0.32194026851800045,-0.07729588616953165
fold_municipality_grouped,fold_municipality_grouped_fold1,Blend_Graph_CatBoost_w0p20,0.41498346434207084,0.35385907850146103,-0.21383870040537611
fold_municipality_grouped,fold_municipality_grouped_fold1,Blend_Graph_CatBoost_w0p10,0.44687368495239244,0.38703772496423383,-0.4075666170866721
fold_municipality_grouped,fold_municipality_grouped_fold1,CatBoost_C1_d4_lr006_l2_6,0.4594278565360377,0.3548487016723832,-0.4877639960417701
fold_municipality_grouped,fold_municipality_grouped_fold1,Baseline_Graph04D,0.4850710699255969,0.42021637142700674,-0.6584796362134189
fold_municipality_grouped,fold_municipality_grouped_fold1,CatBoost_C1_d4_lr003_l2_3,0.494370432855441,0.3795343149334326,-0.7226790549912316
fold_municipality_grouped,fold_municipality_grouped_fold1,CatBoost_C1_d5_lr006_l2_3,0.531264753718593,0.43338385827799486,-0.9893967493466964
fold_municipality_grouped,fold_municipality_grouped_fold1,Blend_Local_CatBoost_w0p30,0.6652358570678237,0.5592037649026772,-2.119253682076516
fold_municipality_grouped,fold_municipality_grouped_fold1,Blend_Local_CatBoost_w0p20,0.7005772402572193,0.5974407981776012,-2.4594849408273984
fold_municipality_grouped,fold_municipality_grouped_fold1,Blend_Local_CatBoost_w0p10,0.7376105454325083,0.6356778314525245,-2.83489634901295
fold_municipality_grouped,fold_municipality_grouped_fold1,Baseline_Local04D,0.7760936071307539,0.6739148647274481,-3.245487906633177
fold_municipality_grouped,fold_municipality_grouped_fold2,Baseline_Graph04D,1.0743137344370122,0.9887499999999994,-5.538225271077666
fold_municipality_grouped,fold_municipality_grouped_fold2,Blend_Graph_CatBoost_w0p10,1.0898793373024853,1.0068268931149462,-5.729060949081647
fold_municipality_grouped,fold_municipality_grouped_fold2,Blend_Graph_CatBoost_w0p20,1.1055936050307607,1.0249037862298938,-5.924503832443858
fold_municipality_grouped,fold_municipality_grouped_fold2,Blend_Graph_CatBoost_w0p30,1.121450288161729,1.0429806793448402,-6.124553921164292
fold_municipality_grouped,fold_municipality_grouped_fold2,CatBoost_C1_d4_lr003_l2_3,1.2359681575626043,1.1695189311494696,-7.653906292237814
fold_municipality_grouped,fold_municipality_grouped_fold2,CatBoost_C1_d4_lr006_l2_6,1.2366485375489809,1.1699845707013365,-7.663436578624484
fold_municipality_grouped,fold_municipality_grouped_fold2,CatBoost_C1_d5_lr006_l2_3,1.2894646879069165,1.2257694422483951,-8.419254490548212
fold_municipality_grouped,fold_municipality_grouped_fold2,Blend_Local_CatBoost_w0p30,1.3507394084774367,1.287501264097521,-9.335720714785966
fold_municipality_grouped,fold_municipality_grouped_fold2,Blend_Local_CatBoost_w0p20,1.3674071274517823,1.3043558830901003,-9.592373900524882
fold_municipality_grouped,fold_municipality_grouped_fold2,Blend_Local_CatBoost_w0p10,1.3841354830127643,1.321210502082679,-9.853125581893218
fold_municipality_grouped,fold_municipality_grouped_fold2,Baseline_Local04D,1.4009223029851117,1.3380651210752579,-10.117975758890992
fold_municipality_grouped,fold_municipality_grouped_fold3,Baseline_Graph04D,0.18019860361379125,0.1272833982308132,-0.015719501528362434
fold_municipality_grouped,fold_municipality_grouped_fold3,Blend_Graph_CatBoost_w0p10,0.1957593255004514,0.15113765742581026,-0.19871480247713813
