meta_model,state_oof_rmse,grouped_oof_rmse,mean_oof_rmse,worst_protocol_rmse,protocol_gap,worst_protocol_rmse_kg_ha
EqualTop3,0.5109016524193887,0.7480856805730622,0.6294936664962254,0.7480856805730622,0.23718402815367357,748.0856805730623
MeanAll,0.5127050687981434,0.7609121743036773,0.6368086215509103,0.7609121743036773,0.24820710550553393,760.9121743036773
ConvexAll,0.5109520909454727,0.8246228409240809,0.6677874659347768,0.8246228409240809,0.3136707499786082,824.622840924081
HistGBStack,0.5710939766133678,1.3582076287127278,0.9646508026630478,1.3582076287127278,0.78711365209936,1358.207628712728
RidgeStack,0.5342929640017183,1.380639673797386,0.9574663188995522,1.380639673797386,0.8463467097956677,1380.639673797386
ExtraTreesStack,0.4919666854709146,1.3871487966215958,0.9395577410462552,1.3871487966215958,0.8951821111506812,1387.148796621596
HuberStack,0.5567418387856378,1.485494735035765,1.0211182869107014,1.485494735035765,0.9287528962501272,1485.494735035765
ElasticNetStack,0.5245215330256989,1.602386107047911,1.063453820036805,1.602386107047911,1.0778645740222121,1602.386107047911
