family,split_id,stage,expert,representation,model,best_params,crossfit_repeat,crossfit_fold,method,kind,selected_params,meta_cv_rmse
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,2.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,3.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,3.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,3.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,4.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,5.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,5.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,2.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,2.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,3.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,4.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,4.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,5.0,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
target_matched,target_matched_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
target_matched,target_matched_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
target_matched,target_matched_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",,,,,,
target_matched,target_matched_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",,,,,,
target_matched,target_matched_01,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.01}",0.46121122790970476
target_matched,target_matched_01,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.48214194017409556
target_matched,target_matched_01,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.4821859831371917
target_matched,target_matched_01,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.47316860298006125
target_matched,target_matched_01,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 10}",0.4516254799712652
target_matched,target_matched_01,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.46629981285846733
target_matched,target_matched_01,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 1.0}",0.4742661567738229
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,1.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,1.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,2.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,3.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,3.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,5.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,1.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",1.0,2.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,3.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",1.0,4.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,5.0,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,5.0,,,,
target_matched,target_matched_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
target_matched,target_matched_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
target_matched,target_matched_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",,,,,,
target_matched,target_matched_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",,,,,,
target_matched,target_matched_02,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.01}",0.4873828331734013
target_matched,target_matched_02,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.48995630471493373
target_matched,target_matched_02,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.49072294991254906
target_matched,target_matched_02,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.4825060725505409
target_matched,target_matched_02,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.48331501583221714
target_matched,target_matched_02,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.5247259702708382
target_matched,target_matched_02,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 0.1}",0.4912598100433576
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,1.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,1.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,2.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,3.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 12}",0.0,4.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,5.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,2.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,2.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 8}",1.0,3.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 100.0}",1.0,3.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,3.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,3.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,4.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,4.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,5.0,,,,
target_matched,target_matched_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
target_matched,target_matched_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
target_matched,target_matched_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",,,,,,
target_matched,target_matched_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",,,,,,
target_matched,target_matched_03,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.01}",0.4746357768545025
target_matched,target_matched_03,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.4870641657980322
target_matched,target_matched_03,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.48480108475420947
target_matched,target_matched_03,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.48978279851596407
target_matched,target_matched_03,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 3, ""max_features"": 1.0, ""min_samples_leaf"": 8}",0.46016044694958913
target_matched,target_matched_03,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 10.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 9}",0.4734256659982427
target_matched,target_matched_03,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 1.0}",0.48356341666550656
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,1.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,2.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,3.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,4.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
