family,split_id,stage,expert,representation,model,best_params,crossfit_repeat,crossfit_fold,method,kind,selected_params,meta_cv_rmse
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,2.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,3.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,3.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,4.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,4.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,5.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,1.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,1.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,2.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,3.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,4.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 8}",1.0,5.0,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
state_random,state_random_01,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
state_random,state_random_01,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
state_random,state_random_01,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",,,,,,
state_random,state_random_01,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",,,,,,
state_random,state_random_01,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.01}",0.4929466429906001
state_random,state_random_01,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.5011458140716867
state_random,state_random_01,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.5011184418290643
state_random,state_random_01,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",0.4943143230717227
state_random,state_random_01,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.4981314341450167
state_random,state_random_01,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.5449000575101706
state_random,state_random_01,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 100.0}",0.504414978889575
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,1.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,2.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.03}",0.0,3.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",0.0,3.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,4.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,5.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,1.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,2.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,2.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,3.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,4.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,5.0,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,5.0,,,,
state_random,state_random_02,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
state_random,state_random_02,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
state_random,state_random_02,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",,,,,,
state_random,state_random_02,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",,,,,,
state_random,state_random_02,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.01}",0.5142323766880285
state_random,state_random_02,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 10.0}",0.5208878874407971
state_random,state_random_02,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.5222879961670872
state_random,state_random_02,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.5200304504386708
state_random,state_random_02,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 3, ""max_features"": 1.0, ""min_samples_leaf"": 8}",0.5030105062316566
state_random,state_random_02,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 10.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 9}",0.5258554900300767
state_random,state_random_02,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 0.1}",0.5220212456042905
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,1.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,2.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,3.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,4.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,4.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,5.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,1.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,1.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,2.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,3.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,4.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,5.0,,,,
state_random,state_random_03,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
state_random,state_random_03,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
state_random,state_random_03,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",,,,,,
state_random,state_random_03,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",,,,,,
state_random,state_random_03,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.0}",0.4719326469842029
state_random,state_random_03,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 10.0}",0.48512800515826937
state_random,state_random_03,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.48554342725762345
state_random,state_random_03,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.506448152015971
state_random,state_random_03,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.47505693394414183
state_random,state_random_03,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.5385512994356128
state_random,state_random_03,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 10.0}",0.4798949380762033
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",0.0,2.0,,,,
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,3.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,3.0,,,,
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,4.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
state_random,state_random_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,2.0,,,,
state_random,state_random_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
state_random,state_random_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
state_random,state_random_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,2.0,,,,
