label,n_splits,n_predictions,rmse_mean,rmse_median,rmse_worst,pooled_rmse,pooled_mae,pooled_r2
Checkpoint05_LOSO_method_selection,16,656,0.4879339892938598,0.4739802886719978,0.6928246595738705,0.4959326241372826,0.34094996908505026,0.6540736693353515
