protocol,fold,rank,operation,left,right,formula,abs_spearman_train,signed_spearman_train,expression_key
fold_municipality_grouped,2,1,reverse_safe_ratio,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.6540973463903255,-0.6540973463903255,reverse_safe_ratio::soilgrids__soc__depth_weighted_0_30cm::clim_official_2025__prec__season_sum
fold_municipality_grouped,2,2,safe_ratio,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6540973463903255,0.6540973463903255,safe_ratio::soilgrids__soc__depth_weighted_0_30cm::clim_official_2025__prec__season_sum
fold_municipality_grouped,2,3,symmetric_change,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.6540973463903255,0.6540973463903255,symmetric_change::soilgrids__soc__depth_weighted_0_30cm::clim_official_2025__prec__season_sum
fold_municipality_grouped,2,4,product,soilgrids__soc__depth_weighted_0_30cm,agro_thermal__2025__gdd_proxy_base5p0c,(soilgrids__soc__depth_weighted_0_30cm) * (agro_thermal__2025__gdd_proxy_base5p0c),0.6416656160304622,0.6416656160304622,product::soilgrids__soc__depth_weighted_0_30cm::agro_thermal__2025__gdd_proxy_base5p0c
fold_municipality_grouped,2,5,symmetric_change,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.636296936116531,0.636296936116531,symmetric_change::siap_hist__yield_trend_recent::siap_hist__yield_mean_recent
fold_municipality_grouped,2,6,reverse_safe_ratio,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.6285388197915184,-0.6285388197915184,reverse_safe_ratio::siap_hist__yield_trend_recent::clim_official_2025__prec__season_sum
fold_municipality_grouped,2,7,sum,soilgrids__soc__depth_weighted_0_30cm,emp_symchange__s2_ndvi__season_mean,(soilgrids__soc__depth_weighted_0_30cm) + (emp_symchange__s2_ndvi__season_mean),0.6274262987984596,0.6274262987984596,sum::soilgrids__soc__depth_weighted_0_30cm::emp_symchange__s2_ndvi__season_mean
fold_municipality_grouped,2,8,sum,soilgrids__soc__depth_weighted_0_30cm,siap_hist__yield_trend_recent,(soilgrids__soc__depth_weighted_0_30cm) + (siap_hist__yield_trend_recent),0.6256834693255623,0.6256834693255623,sum::soilgrids__soc__depth_weighted_0_30cm::siap_hist__yield_trend_recent
fold_municipality_grouped,2,9,symmetric_change,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.6255550709369871,0.6255550709369871,symmetric_change::siap_hist__yield_trend_recent::clim_official_2025__prec__season_sum
fold_municipality_grouped,2,10,sum,soilgrids__soc__depth_weighted_0_30cm,soilgrids__nitrogen__depth_weighted_0_30cm,(soilgrids__soc__depth_weighted_0_30cm) + (soilgrids__nitrogen__depth_weighted_0_30cm),0.623109666269387,0.623109666269387,sum::soilgrids__soc__depth_weighted_0_30cm::soilgrids__nitrogen__depth_weighted_0_30cm
fold_municipality_grouped,2,11,reverse_safe_ratio,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.6230495301381482,-0.6230495301381482,reverse_safe_ratio::siap_hist__yield_trend_recent::agro_thermal__2025__gdd_proxy_base5p0c
fold_municipality_grouped,2,12,difference,soilgrids__soc__depth_weighted_0_30cm,soilgrids__nitrogen__depth_weighted_0_30cm,(soilgrids__soc__depth_weighted_0_30cm) - (soilgrids__nitrogen__depth_weighted_0_30cm),0.6225635448316215,0.6225635448316215,difference::soilgrids__soc__depth_weighted_0_30cm::soilgrids__nitrogen__depth_weighted_0_30cm
fold_municipality_grouped,2,13,reverse_difference,soilgrids__soc__depth_weighted_0_30cm,soilgrids__nitrogen__depth_weighted_0_30cm,(soilgrids__nitrogen__depth_weighted_0_30cm) - (soilgrids__soc__depth_weighted_0_30cm),0.6225635448316215,-0.6225635448316215,reverse_difference::soilgrids__soc__depth_weighted_0_30cm::soilgrids__nitrogen__depth_weighted_0_30cm
fold_municipality_grouped,2,14,sum,soilgrids__soc__depth_weighted_0_30cm,agro_anomaly__s2_ndvi__season_mean_delta,(soilgrids__soc__depth_weighted_0_30cm) + (agro_anomaly__s2_ndvi__season_mean_delta),0.6224086095152139,0.6224086095152139,sum::soilgrids__soc__depth_weighted_0_30cm::agro_anomaly__s2_ndvi__season_mean_delta
fold_municipality_grouped,2,15,difference,soilgrids__soc__depth_weighted_0_30cm,emp_symchange__s2_ndvi__season_mean,(soilgrids__soc__depth_weighted_0_30cm) - (emp_symchange__s2_ndvi__season_mean),0.6222067104081703,0.6222067104081703,difference::soilgrids__soc__depth_weighted_0_30cm::emp_symchange__s2_ndvi__season_mean
fold_municipality_grouped,2,16,reverse_difference,soilgrids__soc__depth_weighted_0_30cm,emp_symchange__s2_ndvi__season_mean,(emp_symchange__s2_ndvi__season_mean) - (soilgrids__soc__depth_weighted_0_30cm),0.6222067104081703,-0.6222067104081703,reverse_difference::soilgrids__soc__depth_weighted_0_30cm::emp_symchange__s2_ndvi__season_mean
