protocol,expression_key,operation,left,right,formula,selected_folds,selection_rate,mean_rank,mean_abs_spearman_train,mean_signed_spearman_train,direction_consistency
fold_municipality_grouped,sum::clim_official_2025__prec__season_sum::siap_hist__yield_mean_recent,sum,clim_official_2025__prec__season_sum,siap_hist__yield_mean_recent,(clim_official_2025__prec__season_sum) + (siap_hist__yield_mean_recent),1,0.2,19.0,0.4596847863830038,-0.4596847863830038,1.0
fold_municipality_grouped,safe_ratio::siap_hist__yield_mean_recent::clim_official_2025__prec__season_sum,safe_ratio,siap_hist__yield_mean_recent,clim_official_2025__prec__season_sum,(siap_hist__yield_mean_recent) / (abs(clim_official_2025__prec__season_sum) + eps),1,0.2,20.0,0.6545501817022553,0.6545501817022553,1.0
fold_municipality_grouped,difference::soilgrids__soc__depth_weighted_0_30cm::siap_hist__yield_mean_recent,difference,soilgrids__soc__depth_weighted_0_30cm,siap_hist__yield_mean_recent,(soilgrids__soc__depth_weighted_0_30cm) - (siap_hist__yield_mean_recent),1,0.2,20.0,0.6194742135511537,0.6194742135511537,1.0
fold_municipality_grouped,reverse_safe_ratio::agro_anomaly__s2_ndvi__season_mean_delta::agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,agro_anomaly__s2_ndvi__season_mean_delta,agro_water__2025__precip_minus_aeti_season,(agro_water__2025__precip_minus_aeti_season) / (abs(agro_anomaly__s2_ndvi__season_mean_delta) + eps),1,0.2,20.0,0.49647889925846067,-0.49647889925846067,1.0
fold_municipality_grouped,sum::clim_official_2025__prec__season_sum::siap_hist__yield_trend_recent,sum,clim_official_2025__prec__season_sum,siap_hist__yield_trend_recent,(clim_official_2025__prec__season_sum) + (siap_hist__yield_trend_recent),1,0.2,20.0,0.4596847863830038,-0.4596847863830038,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::siap_hist__yield_mean_recent,reverse_safe_ratio,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),5,1.0,5.6,0.6922673908275903,-0.6922673908275903,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),5,1.0,5.6,0.6916813964777262,-0.6916813964777262,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::clim_official_2025__prec__season_sum,reverse_safe_ratio,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),5,1.0,6.0,0.6914468902970817,-0.6914468902970817,1.0
fold_state_stratified,symmetric_change::siap_hist__yield_trend_recent::clim_official_2025__prec__season_sum,symmetric_change,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),5,1.0,7.8,0.6836547675749598,0.6836547675749598,1.0
fold_state_stratified,reverse_safe_ratio::clim_official_2025__prec__season_sum::agro_soil__soc_x_cec,reverse_safe_ratio,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),5,1.0,11.2,0.661398920142206,0.661398920142206,1.0
fold_state_stratified,safe_ratio::clim_official_2025__prec__season_sum::agro_soil__soc_x_cec,safe_ratio,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),5,1.0,12.2,0.661398920142206,-0.661398920142206,1.0
fold_state_stratified,symmetric_change::siap_hist__yield_trend_recent::siap_hist__yield_mean_recent,symmetric_change,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),5,1.0,12.6,0.6609817272776735,0.6609817272776735,1.0
fold_state_stratified,symmetric_change::clim_official_2025__prec__season_sum::agro_soil__soc_x_cec,symmetric_change,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),5,1.0,13.2,0.661398920142206,-0.661398920142206,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::wapor_2025__aeti__season_total,reverse_safe_ratio,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),5,1.0,13.4,0.6580692114890668,-0.6580692114890668,1.0
fold_state_stratified,reverse_safe_ratio::soilgrids__soc__depth_weighted_0_30cm::clim_official_2025__prec__season_sum,reverse_safe_ratio,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),4,0.8,2.0,0.697372162911096,-0.697372162911096,1.0
fold_state_stratified,safe_ratio::soilgrids__soc__depth_weighted_0_30cm::clim_official_2025__prec__season_sum,safe_ratio,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),4,0.8,3.0,0.697372162911096,0.697372162911096,1.0
fold_state_stratified,symmetric_change::soilgrids__soc__depth_weighted_0_30cm::clim_official_2025__prec__season_sum,symmetric_change,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),4,0.8,4.0,0.697372162911096,0.697372162911096,1.0
fold_state_stratified,symmetric_change::siap_hist__yield_trend_recent::agro_water__2025__precip_minus_aeti_season,symmetric_change,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),4,0.8,6.75,0.689027161747872,0.689027161747872,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),4,0.8,7.5,0.6858452617387791,-0.6858452617387791,1.0
fold_state_stratified,reverse_safe_ratio::clim_official_2025__prec__season_sum::soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),4,0.8,16.75,0.6382092283410259,0.6382092283410259,1.0
fold_state_stratified,safe_ratio::clim_official_2025__prec__season_sum::soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),4,0.8,17.75,0.6382092283410259,-0.6382092283410259,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),3,0.6,8.666666666666666,0.6822989505548568,-0.6822989505548568,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::emp_vci_like_short__s2_ndvi__season_mean,reverse_safe_ratio,siap_hist__yield_trend_recent,emp_vci_like_short__s2_ndvi__season_mean,(emp_vci_like_short__s2_ndvi__season_mean) / (abs(siap_hist__yield_trend_recent) + eps),3,0.6,15.666666666666666,0.6471184965339937,-0.6471184965339937,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::wapor_2025__npp__season_total,reverse_safe_ratio,siap_hist__yield_trend_recent,wapor_2025__npp__season_total,(wapor_2025__npp__season_total) / (abs(siap_hist__yield_trend_recent) + eps),3,0.6,16.0,0.6398189228197286,-0.6398189228197286,1.0
fold_state_stratified,symmetric_change::clim_official_2025__prec__season_sum::soilgrids__nitrogen__depth_weighted_0_30cm,symmetric_change,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,2*((clim_official_2025__prec__season_sum)-(soilgrids__nitrogen__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__nitrogen__depth_weighted_0_30cm)+eps),3,0.6,18.0,0.6373263147700396,-0.6373263147700396,1.0
fold_state_stratified,symmetric_change::siap_hist__yield_trend_recent::soilgrids__cec__depth_weighted_0_30cm,symmetric_change,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,2*((siap_hist__yield_trend_recent)-(soilgrids__cec__depth_weighted_0_30cm)) / (abs(siap_hist__yield_trend_recent)+abs(soilgrids__cec__depth_weighted_0_30cm)+eps),2,0.4,14.0,0.6489584041685852,0.6489584041685852,1.0
fold_state_stratified,symmetric_change::siap_hist__yield_trend_recent::agro_thermal__2025__gdd_proxy_base5p0c,symmetric_change,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,2*((siap_hist__yield_trend_recent)-(agro_thermal__2025__gdd_proxy_base5p0c)) / (abs(siap_hist__yield_trend_recent)+abs(agro_thermal__2025__gdd_proxy_base5p0c)+eps),2,0.4,15.5,0.6403117885262222,0.6403117885262222,1.0
fold_state_stratified,sum::siap_hist__yield_trend_recent::soilgrids__nitrogen__depth_weighted_0_30cm,sum,siap_hist__yield_trend_recent,soilgrids__nitrogen__depth_weighted_0_30cm,(siap_hist__yield_trend_recent) + (soilgrids__nitrogen__depth_weighted_0_30cm),2,0.4,17.0,0.6403679748052152,0.6403679748052152,1.0
fold_state_stratified,reverse_safe_ratio::clim_official_2025__prec__season_sum::soilgrids__soc__depth_weighted_0_30cm,reverse_safe_ratio,clim_official_2025__prec__season_sum,soilgrids__soc__depth_weighted_0_30cm,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),1,0.2,1.0,0.7443718898398276,0.7443718898398276,1.0
fold_state_stratified,safe_ratio::clim_official_2025__prec__season_sum::soilgrids__soc__depth_weighted_0_30cm,safe_ratio,clim_official_2025__prec__season_sum,soilgrids__soc__depth_weighted_0_30cm,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),1,0.2,2.0,0.7443718898398276,-0.7443718898398276,1.0
fold_state_stratified,symmetric_change::clim_official_2025__prec__season_sum::soilgrids__soc__depth_weighted_0_30cm,symmetric_change,clim_official_2025__prec__season_sum,soilgrids__soc__depth_weighted_0_30cm,2*((clim_official_2025__prec__season_sum)-(soilgrids__soc__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__soc__depth_weighted_0_30cm)+eps),1,0.2,3.0,0.7443718898398276,-0.7443718898398276,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::emp_shape__y2025_s2_ndvi__shape_entropy,reverse_safe_ratio,siap_hist__yield_trend_recent,emp_shape__y2025_s2_ndvi__shape_entropy,(emp_shape__y2025_s2_ndvi__shape_entropy) / (abs(siap_hist__yield_trend_recent) + eps),1,0.2,11.0,0.6258953138812422,-0.6258953138812422,1.0
fold_state_stratified,reverse_safe_ratio::soilgrids__nitrogen__depth_weighted_0_30cm::clim_official_2025__prec__season_sum,reverse_safe_ratio,soilgrids__nitrogen__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),1,0.2,18.0,0.6263211543482369,-0.6263211543482369,1.0
fold_state_stratified,safe_ratio::soilgrids__nitrogen__depth_weighted_0_30cm::clim_official_2025__prec__season_sum,safe_ratio,soilgrids__nitrogen__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),1,0.2,19.0,0.6263211543482369,0.6263211543482369,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,siap_hist__yield_trend_recent,soilgrids__nitrogen__depth_weighted_0_30cm,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),1,0.2,19.0,0.6160450966259896,-0.6160450966259896,1.0
fold_state_stratified,symmetric_change::soilgrids__nitrogen__depth_weighted_0_30cm::clim_official_2025__prec__season_sum,symmetric_change,soilgrids__nitrogen__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,2*((soilgrids__nitrogen__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),1,0.2,20.0,0.6263211543482369,0.6263211543482369,1.0
fold_state_stratified,reverse_safe_ratio::siap_hist__yield_trend_recent::soilgrids__soc__depth_weighted_0_30cm,reverse_safe_ratio,siap_hist__yield_trend_recent,soilgrids__soc__depth_weighted_0_30cm,(soilgrids__soc__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),1,0.2,20.0,0.5985807264810121,-0.5985807264810121,1.0
