split_id,family,repeat,method,n_train,n_pseudo_target,match_objective,municipality_tv,profile_mean_distance,rmse,mae,r2
fold_state_stratified_fold3,fold_state_stratified,3,AgroKNN_5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.4450771635799954,0.3671634656036706,0.7210106026126997
fold_state_stratified_fold3,fold_state_stratified,3,GeoAgro_75_25_KNN5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.4336593543040796,0.31828958092701515,0.7351411353174393
fold_state_stratified_fold3,fold_state_stratified,3,GeoAgro_50_50_KNN5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.4393349196845705,0.32433547963369475,0.7281630286858041
fold_state_stratified_fold3,fold_state_stratified,3,GeoAgro_25_75_KNN5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.46094326925244966,0.3436188492733213,0.7007652469799462
fold_state_stratified_fold3,fold_state_stratified,3,GeoAgroTemporal_KNN5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.44976379420041923,0.32519510077634983,0.715104191736655
fold_state_stratified_fold3,fold_state_stratified,3,GlobalRidge_C1_10,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.5161598488597047,0.4185374046803462,0.6247804031161994
fold_state_stratified_fold3,fold_state_stratified,3,GlobalRidge_C1_100,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.6215185463813188,0.5319764941929267,0.4559669788361308
fold_state_stratified_fold3,fold_state_stratified,3,GlobalRidge_C1_1000,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.7970439048250366,0.7220387511893235,0.1052914956208576
fold_state_stratified_fold3,fold_state_stratified,3,GlobalPLS_C0_4,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.4785362612487683,0.3677138383038057,0.6774873306596794
fold_state_stratified_fold3,fold_state_stratified,3,GlobalPLS_C0_8,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.7128000767882212,0.5488322699832086,0.28442929737928657
fold_state_stratified_fold3,fold_state_stratified,3,GlobalPLS_C0_12,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.732423790793631,0.5916179591417942,0.24448696635757028
fold_state_stratified_fold3,fold_state_stratified,3,LocalRidge_k20_a100,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.37440464899799464,0.26966867049236104,0.8025761845289578
fold_state_stratified_fold3,fold_state_stratified,3,LocalRidge_k30_a100,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.378623023273509,0.2717293434503473,0.7981024200050238
fold_state_stratified_fold3,fold_state_stratified,3,Graph_k6_lam0p5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.40744890063940226,0.29245194625444265,0.7661898415857649
fold_state_stratified_fold3,fold_state_stratified,3,Graph_k8_lam2,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.3540645422000762,0.25397811825450006,0.8234442165011393
fold_state_stratified_fold3,fold_state_stratified,3,Blend_PLS8_Geo5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.5172361678963939,0.4043928403126194,0.6232139230227614
fold_state_stratified_fold3,fold_state_stratified,3,Blend_PLS8_Graph8,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.4825704850827478,0.3787856036504195,0.672026625955827
fold_state_stratified_fold3,fold_state_stratified,3,Blend_Ridge100_Geo5,110,28,1.2303588137689907,0.10774818401937045,1.1026348428246808,0.4740251232012616,0.3634841000386018,0.6835392922720824
fold_state_stratified_fold4,fold_state_stratified,4,GlobalMean,111,27,0.7975825810678107,0.15065913370998113,0.630915914401144,0.8792748670691246,0.7725525525525526,-0.03955342001360873
fold_state_stratified_fold4,fold_state_stratified,4,StateMean,111,27,0.7975825810678107,0.15065913370998113,0.630915914401144,0.6853821185571796,0.45477650063856967,0.3683695892468368
fold_state_stratified_fold4,fold_state_stratified,4,MunicipalityShrink_3,111,27,0.7975825810678107,0.15065913370998113,0.630915914401144,0.6013173627216605,0.3785348920981105,0.5138111659958134
