family,method,n_splits,rmse_mean,rmse_median,rmse_std,rmse_worst,mae_mean,r2_mean
fold_state_stratified,Graph_k6_lam0p5,5,0.49644575114922757,0.47517075651903323,0.07413446741350985,0.5808239321529928,0.35893173360092684,0.6492152303426632
fold_state_stratified,MunicipalityShrink_3,5,0.49925391515363654,0.5467603382365356,0.1030875077272814,0.6013173627216605,0.3498882447749528,0.6374977281713846
fold_state_stratified,GeoKNN_5,5,0.5046511231697145,0.48520680062841975,0.06518573070519428,0.5956237546189153,0.3736320501338965,0.6387105018610691
fold_state_stratified,GeoAgro_75_25_KNN5,5,0.5064957164306874,0.485979025901386,0.060931200682778026,0.5940417413153737,0.37460550674131093,0.6365721288083671
fold_state_stratified,GeoAgro_50_50_KNN5,5,0.5110131191339339,0.4939674160778859,0.06855290885827418,0.6027436413411752,0.3793150313731422,0.6292670833146122
fold_state_stratified,GeoKNN_3,5,0.5139522660753129,0.5123441565805542,0.07606400075880326,0.6140783671573432,0.37318262366452903,0.623531445986252
fold_state_stratified,AgroKNN_5,5,0.519853188004007,0.5147602348882364,0.05581662322615212,0.6023119333823298,0.3914645227266245,0.6169126529499701
fold_state_stratified,MunicipalityShrink_8,5,0.5209224449028318,0.5654824416800668,0.10053564780830679,0.6095038499112022,0.37090882160569205,0.6066106806560667
fold_state_stratified,Blend_PLS8_Graph8,5,0.5209953883014082,0.5066327421878876,0.04159790797808033,0.5785117078117875,0.39149009721197714,0.6171120407811465
fold_state_stratified,GeoAgro_25_75_KNN5,5,0.5213410159529179,0.5205256161154709,0.047768004184041805,0.5684579526787327,0.3916252518718916,0.6157446901033987
fold_state_stratified,Blend_Ridge100_Geo5,5,0.5231641257619891,0.4993262096705912,0.05370349076365091,0.5986101727978124,0.38852664075929294,0.6137734728641998
fold_state_stratified,GeoAgroTemporal_KNN5,5,0.5240240924703128,0.5163767885020932,0.056376402661017753,0.5963370471589841,0.3860066522123214,0.6112403598568343
fold_state_stratified,Blend_PLS8_Geo5,5,0.5390516382599958,0.524976796353649,0.029749810057617464,0.5838342034483265,0.4079540244993741,0.5907815138888949
fold_state_stratified,GlobalPLS_C0_4,5,0.5399185884942961,0.5270053866770432,0.054262869841337505,0.6110203964527025,0.4037368193478718,0.5884683528115351
fold_state_stratified,GlobalRidge_C1_10,5,0.5568885719723641,0.5256082401845237,0.05662862725440926,0.6235395602821139,0.4144809324296615,0.5621683344502517
fold_state_stratified,StateMean,5,0.6037517597589792,0.6192864685023617,0.0898668761592792,0.6853821185571796,0.44723795514374337,0.47661795144790664
fold_state_stratified,GlobalRidge_C1_100,5,0.6230525734492577,0.6215185463813188,0.04343586704562499,0.6723867598809325,0.49797818906247987,0.45397211573006374
fold_state_stratified,GlobalPLS_C0_8,5,0.6489372557189871,0.6376382458309502,0.03814062117141641,0.7128000767882212,0.49372408048584815,0.40395133252212256
fold_state_stratified,GlobalPLS_C0_12,5,0.6901869434912913,0.7000790673999931,0.05416650635841324,0.7498730424792194,0.5278602784349481,0.32079089095133806
fold_state_stratified,GlobalRidge_C1_1000,5,0.8005890804927919,0.7970439048250366,0.02792793280615759,0.8284853853876746,0.6994540225869691,0.09854772267436165
fold_state_stratified,GlobalMean,5,0.850611698683933,0.8502830854895408,0.025438518669854412,0.8792748670691246,0.7510572806572808,-0.017894922313082606
state_random,Graph_k8_lam2,8,0.46546229706496,0.4431549293856602,0.08384114751037065,0.6546127369250999,0.3346848312728418,0.7043794973959365
state_random,GeoKNN_10,8,0.4698812353509911,0.44774801156083566,0.081201136729105,0.6596231399849384,0.34896743437347016,0.6989545193263726
state_random,LocalRidge_k20_a100,8,0.4767623650443511,0.46071865737277123,0.07690764014876358,0.6471413163898205,0.3543294568616653,0.6914982850217235
state_random,Graph_k6_lam0p5,8,0.4787403734509255,0.46746199910141817,0.08164288347010273,0.660651351960151,0.35492354824815764,0.6879909882664129
state_random,LocalRidge_k30_a100,8,0.4790246672838589,0.45402837367232307,0.07794904551853986,0.6507808604630017,0.3547843989266331,0.6885905362262976
state_random,Blend_PLS8_Graph8,8,0.48354937580805013,0.4637521861406212,0.07987923845985682,0.6663997675582428,0.3717663299617904,0.6818206261993214
state_random,GeoKNN_5,8,0.49009152442006215,0.4712159159888352,0.08145139412044056,0.679064732137494,0.3608081714278076,0.6730207993312357
state_random,GeoAgro_75_25_KNN5,8,0.49622729823123646,0.4843833539410163,0.07417403683926327,0.6656528845048338,0.3670426381559674,0.6659872231357339
state_random,MunicipalityShrink_3,8,0.4983727019349658,0.4782516975989041,0.0843606128346516,0.6850354585678631,0.3621985312668262,0.6627420887906624
state_random,Blend_PLS8_Geo5,8,0.49855718731815374,0.4795617896202756,0.0789782581716102,0.6799858861713374,0.3798601048480137,0.6619421956250678
state_random,GeoAgro_50_50_KNN5,8,0.500648604653481,0.4906052013751571,0.0736942339992276,0.6664121380100017,0.37294381778201935,0.6598395525856224
state_random,GeoKNN_3,8,0.5011252648839384,0.4796190499805556,0.06403302987980192,0.6478520470613344,0.3745774936852208,0.6605887481525183
state_random,GlobalPLS_C0_4,8,0.5017486131763634,0.48287515287833377,0.08228888596815624,0.6729635443204662,0.3878282860093949,0.6581039770048475
state_random,GeoAgroTemporal_KNN5,8,0.5072578447870971,0.5017265204503207,0.0703693327247865,0.6677484035309201,0.3759360837796511,0.6515180223192836
state_random,GeoAgro_25_75_KNN5,8,0.5077804505241046,0.4914918160653501,0.06572418056769887,0.654311795156646,0.38177542885159793,0.6520114750029578
state_random,AgroKNN_5,8,0.5146015175763251,0.5079819664778638,0.0758905551430424,0.6810081751774414,0.3970913184890259,0.6401470063348342
state_random,MunicipalityShrink_8,8,0.5210889077986718,0.4968339440755274,0.08646756877087493,0.7118043987619979,0.3876087122857801,0.6315413680719932
state_random,Blend_Ridge100_Geo5,8,0.524214727114259,0.512111429249948,0.05999094496712053,0.6528487379391241,0.4045102886845384,0.631032265563345
state_random,GlobalRidge_C1_10,8,0.5397083808629539,0.5259074753830626,0.0860853193825207,0.728038869816137,0.41492129132460714,0.604427610565013
state_random,GlobalPLS_C0_8,8,0.5818295066987079,0.5750495284361922,0.06357190242570895,0.7032923800649922,0.45730565121282735,0.5443375404186582
state_random,StateMean,8,0.5938886727696917,0.567001853981274,0.0853952574474283,0.7791237392561899,0.4518260723614024,0.5236562074079756
state_random,GlobalPLS_C0_12,8,0.6233287753689757,0.6051248957117801,0.05619189436133604,0.7039779809954206,0.4950776408782189,0.47825133805989717
state_random,GlobalRidge_C1_100,8,0.6423785239837991,0.6299087327728256,0.04116055472535551,0.7087649708435422,0.5221360987512085,0.45039513562348943
state_random,GlobalRidge_C1_1000,8,0.8252052658025668,0.8264378093990261,0.02794293866145594,0.8611948445021436,0.7250610041802555,0.09503469702367379
state_random,GlobalMean,8,0.870757521218568,0.8684252772375941,0.028276257779239214,0.9085663543818624,0.7716702288156903,-0.007687283907865855
target_matched,LocalRidge_k20_a100,16,0.49462611978969423,0.4777567669497974,0.09008415889278162,0.6926661797706771,0.34497453807690676,0.6464782524069957
target_matched,Graph_k8_lam2,16,0.49739551083288647,0.4877952601257008,0.09432584388122378,0.6994715210831428,0.3511533798980775,0.6412464714533874
target_matched,LocalRidge_k30_a100,16,0.49763255868869505,0.4847184957971919,0.09183273550948964,0.6949840864853577,0.341958605888695,0.6420433755632792
target_matched,GeoKNN_10,16,0.5020772232487754,0.4794097998886635,0.0845414519880431,0.7136740375819921,0.36541687411825663,0.6364567855453288
target_matched,Blend_PLS8_Graph8,16,0.5092878698066756,0.5012086715067894,0.08312070962650027,0.6968402080141781,0.3733219252656797,0.6263430947943198
target_matched,Graph_k6_lam0p5,16,0.5115382704073914,0.5005692686252619,0.08937654539200827,0.7141448096062044,0.37926881924983724,0.621884035614514
target_matched,GeoKNN_5,16,0.520167008371594,0.49116161345415266,0.0775420669822254,0.7261345823218365,0.38860041093944353,0.6101944807447585
target_matched,MunicipalityShrink_3,16,0.5208100447848247,0.5139104809559909,0.09166891638677252,0.7200475367239607,0.3569683994737719,0.607044263276396
target_matched,Blend_PLS8_Geo5,16,0.5223419504524732,0.5215777835136486,0.0748609758671051,0.7101427312276146,0.3889671820832157,0.6078275212701033
target_matched,GeoKNN_3,16,0.5229701672139667,0.5007044503322409,0.07471170544743135,0.7106771925561586,0.38954253416790724,0.6058714133339229
target_matched,GeoAgro_25_75_KNN5,16,0.523155357500996,0.5094406692513023,0.07709753634384336,0.7062129838151171,0.3907683715513654,0.6058920588522152
target_matched,GeoAgro_75_25_KNN5,16,0.5237923367369882,0.5022278836451269,0.07455218552995609,0.7189294292644212,0.3895451872989915,0.6053391675679263
target_matched,GeoAgro_50_50_KNN5,16,0.5246409825592391,0.5107147956240027,0.07829245453221455,0.7216739957994917,0.3926156672407947,0.6034228524943719
target_matched,GeoAgroTemporal_KNN5,16,0.5272979271675412,0.5082306890448678,0.0751666226177437,0.7231244749771563,0.3933171521681396,0.5990658870198977
target_matched,Blend_Ridge100_Geo5,16,0.5289692900430633,0.5210474699132783,0.06668055489156052,0.6696741122127962,0.3867942364317536,0.600521733482349
target_matched,GlobalPLS_C0_4,16,0.5378519895717772,0.5333526918363267,0.08749863284385925,0.7243470211204802,0.3834535948837742,0.5818559492665023
target_matched,MunicipalityShrink_8,16,0.547847979045626,0.5420282817117146,0.08562275927096175,0.7376778121149675,0.38402929827079263,0.5668803493981043
target_matched,GlobalRidge_C1_10,16,0.5595886115182244,0.5605345894485934,0.08831416088320303,0.7217241145118622,0.4074287113813294,0.548664741317305
target_matched,AgroKNN_5,16,0.5805228334380759,0.5692206406594853,0.07992247724235575,0.7469911519016251,0.42997834997663814,0.517035629483369
target_matched,GlobalPLS_C0_8,16,0.5947692402852641,0.6050139754728185,0.06632053004401878,0.716916277108536,0.4508584592353843,0.49280290366534046
target_matched,GlobalPLS_C0_12,16,0.6211161631959395,0.6245132003936331,0.06856071105599118,0.7217833645931485,0.4718741840519832,0.444304497812578
target_matched,StateMean,16,0.6285846900178554,0.6173865213954417,0.07383499074639362,0.7933940472069033,0.46143751379538683,0.43405431173722925
target_matched,GlobalRidge_C1_100,16,0.6377611345794212,0.6356704555030324,0.059167400800849604,0.7566822099179578,0.5014021405233386,0.42277951276987513
target_matched,GlobalRidge_C1_1000,16,0.8072095915661783,0.8021635115809752,0.04804900359042911,0.90485748067727,0.692879533969017,0.07500538520700739
target_matched,GlobalMean,16,0.8499729387203634,0.8438949560663327,0.046114507407084226,0.9426181788529788,0.7367528916268544,-0.02606669568832555
