family,method,n_splits,rmse_mean,rmse_median,rmse_std,rmse_worst,mae_mean,r2_mean
fold_municipality_grouped,Graph_k8_lam2,5,0.5465866857324655,0.4919766458717326,0.32283675408650125,1.0743137344370122,0.45585268860602657,-1.2838961053907618
fold_municipality_grouped,Blend_PLS8_Graph8,5,0.5990286728678432,0.43228883518368477,0.3499030344181839,1.2084530908292852,0.5144170119181258,-2.016376087053401
fold_municipality_grouped,GeoAgroTemporal_KNN5,5,0.6216164079716691,0.39728776069780797,0.5449207355425622,1.570726362779141,0.5278685605060079,-2.595447187964331
fold_municipality_grouped,GeoAgro_50_50_KNN5,5,0.6252219233106717,0.3991007358654181,0.5381858080024071,1.5638690165275433,0.5321052414850129,-2.6304472918075033
fold_municipality_grouped,GeoAgro_25_75_KNN5,5,0.6279909483554003,0.40088042012501185,0.5341931912333812,1.5573655937861028,0.5426560468863819,-2.5130476500715497
fold_municipality_grouped,GeoAgro_75_25_KNN5,5,0.6340371783246536,0.40252753300187166,0.5324796875051062,1.565936793972127,0.5390276846780864,-2.740412722290168
fold_municipality_grouped,GeoKNN_5,5,0.6356255004822018,0.40564358898012204,0.5305932078806368,1.5649224802903763,0.5396819612261486,-2.743815971880019
fold_municipality_grouped,Graph_k6_lam0p5,5,0.6450173000216924,0.5876951585337322,0.2555639605057697,1.0743137344370122,0.5550130549480013,-3.4699880876780362
fold_municipality_grouped,GeoKNN_10,5,0.6493431344725727,0.5452135021642964,0.4801559796632392,1.4791371198073529,0.5551874686463593,-2.6920276986053255
fold_municipality_grouped,Blend_PLS8_Geo5,5,0.6499055373041306,0.44007799573249945,0.4550390764340884,1.4507374224381435,0.5668780558906731,-2.759874247852422
fold_municipality_grouped,GeoKNN_3,5,0.671678835802208,0.4508440902162028,0.5243661398788991,1.5938473259062884,0.5648707327258513,-2.9799647822215727
fold_municipality_grouped,LocalRidge_k20_a100,5,0.6925351084994953,0.6344849356928367,0.4558619400993442,1.4206039835847886,0.6106798245162838,-2.8173761015640895
fold_municipality_grouped,GlobalPLS_C0_4,5,0.7107095769233471,0.5591860161025527,0.2349899235420876,1.0614480458243014,0.6171318772407526,-3.0680883750316856
fold_municipality_grouped,LocalRidge_k30_a100,5,0.7226300350477941,0.7251683723046282,0.45287482129659035,1.403375768236072,0.6430988073605335,-2.941658861196191
fold_municipality_grouped,Blend_Ridge100_Geo5,5,0.7274770851326535,0.6687229230738995,0.37520927923192565,1.3435137624705584,0.647106432271641,-2.815633444657778
fold_municipality_grouped,GlobalPLS_C0_8,5,0.7612393699256944,0.5952984096818223,0.3359275986426426,1.352488148472701,0.6613417169229387,-4.04373620321277
fold_municipality_grouped,AgroKNN_5,5,0.7968809501934433,0.7684480954009227,0.31792742374875255,1.2695100113087736,0.6756295619344982,-3.4695712687568814
fold_municipality_grouped,GlobalRidge_C1_10,5,0.817155530011536,0.7170018197393933,0.3188426165627395,1.25520646555954,0.7085101681614429,-3.380173286627327
fold_municipality_grouped,GlobalPLS_C0_12,5,0.9314102627845111,0.7501175566892798,0.3929945731933864,1.6104165159998869,0.8208701738524466,-6.616747439037515
fold_municipality_grouped,GlobalRidge_C1_100,5,0.9400137313422998,1.1325654049767657,0.2912178090978024,1.1536711845137453,0.8718202887680435,-4.829642068354495
fold_municipality_grouped,GlobalRidge_C1_1000,5,0.9958682618505161,1.0843772411457209,0.26897220209546957,1.2406739007407668,0.9352894373788704,-5.856158524300539
fold_municipality_grouped,GlobalMean,5,1.0065823091794024,1.0743137344370122,0.26179678212605545,1.2537939836892478,0.9442305274491488,-6.1149983469203315
fold_municipality_grouped,MunicipalityShrink_3,5,1.0189581901675602,1.0653420430261136,0.2774617446188569,1.2962301107442298,0.9577334058909661,-9.6074670474897
fold_municipality_grouped,MunicipalityShrink_8,5,1.0189581901675602,1.0653420430261136,0.2774617446188569,1.2962301107442298,0.9577334058909661,-9.6074670474897
fold_municipality_grouped,StateMean,5,1.0189581901675602,1.0653420430261136,0.2774617446188569,1.2962301107442298,0.9577334058909661,-9.6074670474897
fold_state_stratified,Graph_k8_lam2,5,0.47793460543010713,0.49072802915632174,0.09051031579550665,0.5893029262205414,0.33199377553437937,0.6707142957815283
fold_state_stratified,LocalRidge_k20_a100,5,0.47921126742996434,0.47884435940540193,0.0723128885372858,0.5474764581651974,0.3403544336211986,0.6723125290598336
fold_state_stratified,LocalRidge_k30_a100,5,0.48384781605585137,0.48479764982566437,0.06821410184052411,0.5544956667278075,0.33945736410241734,0.6663830234704222
fold_state_stratified,GeoKNN_10,5,0.4866252932566966,0.4627783214320128,0.07277357623307527,0.5659280678736789,0.3530739254187806,0.6630351090281289
