feature,family,source,mode,description,dtype,numeric,missing_fraction_all,n_unique_non_null
sat_pro_2025_monthly__planet__lai_promedio__m10,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__msavi_promedio__m04,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,189
sat_pro_2025_monthly__planet__msavi_promedio__m05,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_pro_2025_monthly__planet__msavi_promedio__m06,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,186
sat_pro_2025_monthly__planet__msavi_promedio__m07,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__msavi_promedio__m08,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__msavi_promedio__m09,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,195
sat_pro_2025_monthly__planet__msavi_promedio__m10,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__ndvi_promedio__m04,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,195
sat_pro_2025_monthly__planet__ndvi_promedio__m05,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_pro_2025_monthly__planet__ndvi_promedio__m06,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_pro_2025_monthly__planet__ndvi_promedio__m07,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,195
sat_pro_2025_monthly__planet__ndvi_promedio__m08,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__ndvi_promedio__m09,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,196
sat_pro_2025_monthly__planet__ndvi_promedio__m10,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
siap_2025__damage_rate,siap,external_siap,competition,Contemporaneous SIAP 2025 municipal outcome proxy.,float64,True,0.0,1
siap_2025__harvested_ha,siap,external_siap,competition,Contemporaneous SIAP 2025 municipal outcome proxy.,float64,True,0.0,9
siap_2025__production_t,siap,external_siap,competition,Contemporaneous SIAP 2025 municipal outcome proxy.,float64,True,0.0,9
siap_2025__yield,siap,external_siap,competition,Contemporaneous SIAP 2025 municipal outcome proxy.,float64,True,0.0,8
siap_2025__yield_anomaly_recent,siap,external_siap,competition,Contemporaneous SIAP 2025 municipal outcome proxy.,float64,True,0.0,9
siap_hist__damage_rate_2024,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,1
siap_hist__harvested_ha_2024,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__production_t_2024,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_2020,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_2021,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,8
siap_hist__yield_2022,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_2023,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_2024,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_mean_all,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_mean_recent,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_std_all,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_std_recent,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_trend_all,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
siap_hist__yield_trend_recent,siap,external_siap,clean,Historical municipal Cebada grano feature through 2024.,float64,True,0.0,9
soilgrids__bdod__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,110
soilgrids__bdod__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,88
soilgrids__bdod__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,95
soilgrids__bdod__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,78
soilgrids__bdod__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,106
soilgrids__bdod__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,88
soilgrids__bdod__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,102
soilgrids__bdod__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,77
soilgrids__bdod__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,163
soilgrids__bdod__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,185
soilgrids__cec__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,173
soilgrids__cec__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,176
soilgrids__cec__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,166
soilgrids__cec__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,173
soilgrids__cec__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,163
soilgrids__cec__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,169
soilgrids__cec__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,153
soilgrids__cec__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,167
soilgrids__cec__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,190
soilgrids__cec__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,194
soilgrids__cfvo__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,144
soilgrids__cfvo__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,162
soilgrids__cfvo__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,160
soilgrids__cfvo__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,158
soilgrids__cfvo__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,167
soilgrids__cfvo__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,163
soilgrids__cfvo__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,150
soilgrids__cfvo__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,151
soilgrids__cfvo__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,188
soilgrids__cfvo__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,193
soilgrids__clay__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,168
soilgrids__clay__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,175
soilgrids__clay__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,177
soilgrids__clay__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,179
soilgrids__clay__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,188
soilgrids__clay__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,182
soilgrids__clay__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,173
soilgrids__clay__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,180
soilgrids__clay__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,190
soilgrids__clay__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,195
soilgrids__nitrogen__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,170
soilgrids__nitrogen__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,168
soilgrids__nitrogen__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,146
soilgrids__nitrogen__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,147
soilgrids__nitrogen__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,140
soilgrids__nitrogen__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,137
soilgrids__nitrogen__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,142
soilgrids__nitrogen__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,141
soilgrids__nitrogen__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,186
soilgrids__nitrogen__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,193
soilgrids__phh2o__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,101
soilgrids__phh2o__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,74
soilgrids__phh2o__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,91
soilgrids__phh2o__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,73
soilgrids__phh2o__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,105
soilgrids__phh2o__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,80
soilgrids__phh2o__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,95
soilgrids__phh2o__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,69
soilgrids__phh2o__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,146
soilgrids__phh2o__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,172
soilgrids__sand__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,167
soilgrids__sand__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,179
soilgrids__sand__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,174
soilgrids__sand__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,184
soilgrids__sand__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,181
soilgrids__sand__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,184
soilgrids__sand__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,175
soilgrids__sand__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,178
soilgrids__sand__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,192
soilgrids__sand__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,194
soilgrids__silt__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,178
soilgrids__silt__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,175
soilgrids__silt__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,178
soilgrids__silt__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,177
soilgrids__silt__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,175
soilgrids__silt__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,180
soilgrids__silt__5_15cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,170
soilgrids__silt__5_15cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,179
soilgrids__silt__depth_weighted_0_30cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,189
soilgrids__silt__depth_weighted_0_60cm,soilgrids,external_soilgrids,clean,Thickness-weighted SoilGrids property mean.,float64,True,0.0,196
soilgrids__soc__0_5cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,180
soilgrids__soc__0_5cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,177
soilgrids__soc__15_30cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,157
soilgrids__soc__15_30cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,160
soilgrids__soc__30_60cm__mean,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,142
soilgrids__soc__30_60cm__std,soilgrids,external_soilgrids,clean,Scaled SoilGrids parcel zonal statistic.,float64,True,0.0,135
