protocol,ablation,model,fold,n_features,n_train,n_validation,rmse,mae,r2
fold_municipality_grouped,A6_competition_remote_weather,DummyMean,4,1396,65,73,1.220623514356475,1.1397260273972605,-3.1738649731530115
fold_municipality_grouped,A6_competition_remote_weather,DummyMean,5,1396,132,6,0.8486810277805203,0.7869696969696968,-0.14975286243523267
fold_municipality_grouped,A6_competition_remote_weather,Ridge,1,1396,105,33,0.7002482163813681,0.548194178251614,-2.456236231649307
fold_municipality_grouped,A6_competition_remote_weather,Ridge,2,1396,122,16,1.3256365007024924,1.213662624975243,-8.95512073004328
fold_municipality_grouped,A6_competition_remote_weather,Ridge,3,1396,128,10,0.5466582084413348,0.4326207089366772,-8.347655442969424
fold_municipality_grouped,A6_competition_remote_weather,Ridge,4,1396,65,73,0.7030378605016615,0.5709877833230694,-0.38462560467372464
fold_municipality_grouped,A6_competition_remote_weather,Ridge,5,1396,132,6,0.8136634885447805,0.7299277077182348,-0.056830087365302484
fold_municipality_grouped,A6_competition_remote_weather,ExtraTrees,1,1396,105,33,0.8560828290741643,0.7665436195286195,-4.165721264379258
fold_municipality_grouped,A6_competition_remote_weather,ExtraTrees,2,1396,122,16,1.2310944245760451,1.1545115277777787,-7.58579180015245
fold_municipality_grouped,A6_competition_remote_weather,ExtraTrees,3,1396,128,10,0.8166534874308279,0.7852703888888897,-19.861550831522177
fold_municipality_grouped,A6_competition_remote_weather,ExtraTrees,4,1396,65,73,0.9007643304389004,0.7999206621004566,-1.2729887773953852
fold_municipality_grouped,A6_competition_remote_weather,ExtraTrees,5,1396,132,6,0.6130395975781382,0.5843624074074077,0.40008106849670044
fold_municipality_grouped,A7_competition_full,DummyMean,1,1401,105,33,1.2537939836892478,1.1958787878787878,-10.080306122977344
fold_municipality_grouped,A7_competition_full,DummyMean,2,1401,122,16,1.0743137344370122,0.9887499999999994,-5.538225271077666
fold_municipality_grouped,A7_competition_full,DummyMean,3,1401,128,10,0.6354992856337572,0.609828125,-11.632842504958402
fold_municipality_grouped,A7_competition_full,DummyMean,4,1401,65,73,1.220623514356475,1.1397260273972605,-3.1738649731530115
fold_municipality_grouped,A7_competition_full,DummyMean,5,1401,132,6,0.8486810277805203,0.7869696969696968,-0.14975286243523267
fold_municipality_grouped,A7_competition_full,Ridge,1,1401,105,33,0.7338912296827524,0.5708242120599314,-2.796319812289519
fold_municipality_grouped,A7_competition_full,Ridge,2,1401,122,16,1.375495598683484,1.2634964350422617,-9.718056303416573
fold_municipality_grouped,A7_competition_full,Ridge,3,1401,128,10,0.5484944580908117,0.4385285512508009,-8.4105593092162
fold_municipality_grouped,A7_competition_full,Ridge,4,1401,65,73,0.698810187143816,0.5663058904359555,-0.3680229590785986
fold_municipality_grouped,A7_competition_full,Ridge,5,1401,132,6,0.8299489544625919,0.7494016597054464,-0.09955833880160969
fold_municipality_grouped,A7_competition_full,ExtraTrees,1,1401,105,33,0.8866052525745067,0.8013841077441078,-4.540640800447608
fold_municipality_grouped,A7_competition_full,ExtraTrees,2,1401,122,16,1.2203218558472007,1.1447555208333346,-7.436190983751697
fold_municipality_grouped,A7_competition_full,ExtraTrees,3,1401,128,10,0.8027837038784722,0.7764016666666661,-19.158956339354926
fold_municipality_grouped,A7_competition_full,ExtraTrees,4,1401,65,73,0.8956501996996126,0.7965196575342468,-1.2472520503477975
fold_municipality_grouped,A7_competition_full,ExtraTrees,5,1401,132,6,0.6527800779830624,0.631139351851851,0.3197801584944804
