family,method,n_splits,n_predictions,rmse_mean,rmse_median,rmse_std,rmse_worst,pooled_rmse,pooled_mae,pooled_r2,method_family,kind,representation,distance_name,k,alpha,distance_power,regularization
target_matched,LocalRidge_C4_all_deterministic_GeoAgro75_k16_a30_p0p5,16,656,0.49454805206523944,0.48343304745718596,0.086518521611919,0.6940977566656061,0.501592852293636,0.35239496417077654,0.6461322853340729,local,local,C4_all_deterministic,GeoAgro75,16.0,30.0,0.5,
target_matched,LocalRidge_C1_agronomic_GeoAgro75_k30_a100_p1,16,656,0.4946048461659226,0.48090024372198753,0.09148387096475806,0.6940768501876893,0.5024740504066791,0.3399679798266134,0.6448878438701686,local,local,C1_agronomic,GeoAgro75,30.0,100.0,1.0,
target_matched,LocalRidge_C1_agronomic_GeoAgro50_k20_a100_p1,16,656,0.4946261197896943,0.4777567669497974,0.09008415889278161,0.6926661797706771,0.5022578589045822,0.34497453807690676,0.6451933550288143,local,local,C1_agronomic,GeoAgro50,20.0,100.0,1.0,
target_matched,LocalRidge_C1_agronomic_GeoAgro50_k16_a30_p0p5,16,656,0.49465989634945207,0.48122039284524376,0.08956969695572717,0.695538205242134,0.5022048615912587,0.3517514184014464,0.6452682281503734,local,local,C1_agronomic,GeoAgro50,16.0,30.0,0.5,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro75_k30_a100_p1,16,656,0.4947995571879047,0.48219949888692254,0.09149148740828959,0.6943281312345617,0.5026670128372922,0.3391597159704681,0.6446150478439807,local,local,C4_all_deterministic,GeoAgro75,30.0,100.0,1.0,
target_matched,LocalRidge_C1_agronomic_Geo_k30_a300_p1,16,656,0.49486604794258454,0.4816979839891663,0.09021455240349273,0.6954296274000956,0.5025160736534602,0.3420542842338791,0.6448284434303503,local,local,C1_agronomic,Geo,30.0,300.0,1.0,
target_matched,GraphDirect_GeoAgro25_k6_lam8,16,656,0.4948813033518763,0.4816589766729188,0.0949359281406165,0.69414917740458,0.5033458383218511,0.3402884343449184,0.6436545421806775,graph_direct,graph_direct,,GeoAgro25,6.0,,,8.0
target_matched,LocalRidge_C4_all_deterministic_Geo_k30_a300_p1,16,656,0.4949312501519023,0.48227244224139665,0.09022993050657918,0.6954934762697106,0.5025828714885692,0.3418942600561473,0.6447340135438719,local,local,C4_all_deterministic,Geo,30.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_Geo_k40_a30_p1,16,656,0.495009494284643,0.4795555178467439,0.08907817457006302,0.6921750732386664,0.5024673004710125,0.3442044823909804,0.6448973845344339,local,local,C4_all_deterministic,Geo,40.0,30.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_Geo_k20_a30_p0p5,16,656,0.4950637925529108,0.4805593164779338,0.0919373296404722,0.7016451595487345,0.5030033317404107,0.34563410699643804,0.6441393346632942,local,local,C4_all_deterministic,Geo,20.0,30.0,0.5,
target_matched,GraphDirect_GeoAgro25_k6_lam4,16,656,0.495064946522078,0.483439101615994,0.09403992321727983,0.6964938432167996,0.503368740821478,0.34581025184575387,0.6436221136324989,graph_direct,graph_direct,,GeoAgro25,6.0,,,4.0
