neighbor_scope,metric,representation,query_id,query_split,neighbor_id,neighbor_split,rank,distance,same_state,same_municipality,neighbor_y
target_to_train,haversine_km,geographic,AGC_003,PREDICCION,AGC_081,ENTRENAMIENTO,1,0.3823483795218625,True,True,3.7
target_to_train,haversine_km,geographic,AGC_003,PREDICCION,AGC_079,ENTRENAMIENTO,2,2.70257582535171,True,True,3.3
target_to_train,haversine_km,geographic,AGC_003,PREDICCION,AGC_034,ENTRENAMIENTO,3,3.175381899075649,True,True,2.0
target_to_train,haversine_km,geographic,AGC_003,PREDICCION,AGC_038,ENTRENAMIENTO,4,3.492910376221627,True,True,3.3
target_to_train,haversine_km,geographic,AGC_003,PREDICCION,AGC_070,ENTRENAMIENTO,5,3.6552384781931218,True,True,3.3
target_to_train,haversine_km,geographic,AGC_011,PREDICCION,AGC_056,ENTRENAMIENTO,1,0.8392960644160318,True,True,5.07
target_to_train,haversine_km,geographic,AGC_011,PREDICCION,AGC_097,ENTRENAMIENTO,2,0.8936486192768647,True,True,4.69
target_to_train,haversine_km,geographic,AGC_011,PREDICCION,AGC_021,ENTRENAMIENTO,3,0.9520968145297425,True,True,4.94
target_to_train,haversine_km,geographic,AGC_011,PREDICCION,AGC_161,ENTRENAMIENTO,4,1.1824299214719827,True,True,4.46
target_to_train,haversine_km,geographic,AGC_011,PREDICCION,AGC_109,ENTRENAMIENTO,5,1.1954937341346341,True,True,4.54
target_to_train,haversine_km,geographic,AGC_016,PREDICCION,AGC_002,ENTRENAMIENTO,1,0.17132191259755342,True,True,4.63
target_to_train,haversine_km,geographic,AGC_016,PREDICCION,AGC_104,ENTRENAMIENTO,2,0.4975733461616382,True,True,4.56
target_to_train,haversine_km,geographic,AGC_016,PREDICCION,AGC_150,ENTRENAMIENTO,3,0.599070443089846,True,True,4.52
target_to_train,haversine_km,geographic,AGC_016,PREDICCION,AGC_106,ENTRENAMIENTO,4,0.9295641250237736,True,True,4.43
target_to_train,haversine_km,geographic,AGC_016,PREDICCION,AGC_069,ENTRENAMIENTO,5,0.9383892773173477,True,True,5.46
target_to_train,haversine_km,geographic,AGC_025,PREDICCION,AGC_040,ENTRENAMIENTO,1,0.3998654164572067,True,True,3.0
target_to_train,haversine_km,geographic,AGC_025,PREDICCION,AGC_169,ENTRENAMIENTO,2,0.8453072049184691,True,True,2.5
target_to_train,haversine_km,geographic,AGC_025,PREDICCION,AGC_112,ENTRENAMIENTO,3,1.1287778731275862,True,True,3.0
target_to_train,haversine_km,geographic,AGC_025,PREDICCION,AGC_068,ENTRENAMIENTO,4,1.4430761005065667,True,True,2.5
target_to_train,haversine_km,geographic,AGC_025,PREDICCION,AGC_004,ENTRENAMIENTO,5,1.511800827748306,True,True,3.0
