feature,train_mean,target_mean,standardized_mean_difference,abs_standardized_mean_difference,train_missing_fraction,target_missing_fraction,missing_fraction_difference
agro_pheno__hist_s2_fapar__early_mean,0.09695461387208501,0.10558903485089921,0.370103329300526,0.370103329300526,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__emsi_promedio__m07,0.7097847128113433,0.6635498851431055,-0.3662783274346138,0.3662783274346138,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__dswi5_promedio__m07,1.1046680864626515,1.1539723450278534,0.36495578421694047,0.36495578421694047,0.0,0.0,0.0
emp_shape__hist_s2_lai__shape_entropy,0.7132921721503168,0.7324482097975503,0.3644567330439973,0.3644567330439973,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m06,-0.013367657342657338,0.006335860749420067,0.3642642354222097,0.3642642354222097,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__dswi3_promedio__m08,2.3985389194742455,2.2925450632230295,-0.3618077153531489,0.3618077153531489,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__emsi_promedio__m06,1.055115521133456,1.0156840808908605,-0.3614324433966203,0.3614324433966203,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m07,0.19997688704210442,0.231508821451618,0.36117108854758967,0.36117108854758967,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m06,-0.10916728911185429,-0.09307048403573824,0.35994619856688204,0.35994619856688204,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__msi_promedio__m06,1.2653119308228005,1.2249419267173502,-0.35571223527917234,0.35571223527917234,0.0,0.0,0.0
emp_shape__hist_s2_fapar__shape_entropy,0.7542241489069091,0.7688466223219476,0.35476781835170745,0.35476781835170745,0.0,0.0,0.0
agro_interaction__ndvi_x_ndwi_historical,0.0009456119274419455,0.004356775004992048,0.3541718939446968,0.3541718939446968,0.0,0.0,0.0
emp_shape__hist_s2_fapar__curvature_energy,0.04013769836420504,0.031801819577468964,-0.3482477753781474,0.3482477753781474,0.0,0.0,0.0
emp_shape__hist_s2_lai__roughness,0.31035823621249453,0.2656086285983319,-0.34322360160291493,0.34322360160291493,0.0,0.0,0.0
agro_pheno__hist_s2_ndwi__season_mean,0.002915594658609359,0.013630362734758462,0.3429694983770349,0.3429694983770349,0.0,0.0,0.0
emp_shape__hist_s2_evi__shape_entropy,0.7386323301575363,0.7548406220540046,0.34162403273425107,0.34162403273425107,0.0,0.0,0.0
emp_shape__hist_s2_evi__curvature_energy,0.03867883212414246,0.029652508771538154,-0.33875885338526757,0.33875885338526757,0.0,0.0,0.0
sat_basic_hist__sentinel_2__endwi_promedio__mean,0.11326614536289872,0.12574907638048805,0.338453499515004,0.338453499515004,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndwi_promedio__mean,-0.020661391441163822,-0.009695962487986695,0.3373707118639868,0.3373707118639868,0.0,0.0,0.0
agro_pheno__hist_s2_msi__season_mean,1.0535752948387218,1.0305995953398939,-0.33400600940248276,0.33400600940248276,0.0,0.0,0.0
emp_shape__hist_s2_ndwi__center_of_mass_month,8.308402841701504,8.247293789284132,-0.3324747452833594,0.3324747452833594,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi3_std__min,0.04402173913043478,0.03742372881355933,-0.33197346778232734,0.33197346778232734,0.0,0.0,0.0
soilgrids__phh2o__5_15cm__mean,6.234272611975702,6.140284716027357,-0.3314582416139412,0.3314582416139412,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndti_promedio__min,0.04860869565217391,0.03801694915254237,-0.3309362084921281,0.3309362084921281,0.0,0.0,0.0
soilgrids__nitrogen__30_60cm__mean,0.9109421998037558,0.8911643621766279,-0.3306198515134619,0.3306198515134619,0.0,0.0,0.0
emp_shape__hist_s2_fapar__roughness,0.1464375407989282,0.13218849556447756,-0.32920235694601585,0.32920235694601585,0.0,0.0,0.0
sat_basic_hist__sentinel_2__sti_promedio__min,1.1042463768115944,1.0839661016949154,-0.32846010374794493,0.32846010374794493,0.0,0.0,0.0
soilgrids__nitrogen__15_30cm__std,0.02751796391417921,0.050818141976035895,0.3258891369577175,0.3258891369577175,0.0,0.0,0.0
emp_shape__hist_s2_ndvi__roughness,0.13629157380390755,0.12350573504428436,-0.32519590239575696,0.32519590239575696,0.0,0.0,0.0
soilgrids__bdod__30_60cm__std,0.009099568191513726,0.03288265682455418,0.32183674145049246,0.32183674145049246,0.0,0.0,0.0
sat_basic_hist__sentinel_2__msi_promedio__mean,1.1001667722935229,1.0757946843182369,-0.3214694438874915,0.3214694438874915,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi2_std__min,0.04541304347826087,0.03908474576271186,-0.3212592979803228,0.3212592979803228,0.0,0.0,0.0
sat_basic_hist__sentinel_2__emsi_promedio__mean,0.8706594982616601,0.8488380270579096,-0.3192947257143149,0.3192947257143149,0.0,0.0,0.0
emp_symchange__landsat_vi6t__max_abs,0.04425063035378202,0.04949048459403169,0.3192916974303338,0.3192916974303338,0.0,0.0,0.0
emp_shape__y2025_s2_ndvi__center_of_mass_month,8.381603116149442,8.314026580957554,-0.3188387637183925,0.3188387637183925,0.0,0.0,0.0
sat_basic_2025__sentinel_2__fapar_std__min,0.01436231884057971,0.017728813559322036,0.31880703932367965,0.31880703932367965,0.0,0.0,0.0
soilgrids__phh2o__0_5cm__mean,6.229982102607961,6.139432054713053,-0.31589491970765615,0.31589491970765615,0.0,0.0,0.0
agro_soil__bdod__ratio_0_30_to_30_60,1.0055884305656344,1.001126273562271,-0.31408934335524163,0.31408934335524163,0.0,0.0,0.0
agro_soil__cec__gradient_0_30_minus_30_60,0.379059670818347,0.5794818437336265,0.3132242671859338,0.3132242671859338,0.0,0.0,0.0
emp_symchange__landsat_vi6t__rms,0.02468240080408055,0.026984234243394647,0.31292445973599187,0.31292445973599187,0.0,0.0,0.0
agro_soil__cec__ratio_0_30_to_30_60,1.020191202216916,1.0305559688939838,0.31238278314764223,0.31238278314764223,0.0,0.0,0.0
wapor_2025__npp__peak_dekad,13.971014492753623,13.830508474576272,-0.31170612920298896,0.31170612920298896,0.0,0.0,0.0
agro_soil__phh2o_squared,39.16526143323249,38.170571175812505,-0.3107492943221664,0.3107492943221664,0.0,0.0,0.0
soilgrids__phh2o__depth_weighted_0_30cm,6.255906844218725,6.1675928344873485,-0.3096006647910198,0.3096006647910198,0.0,0.0,0.0
soilgrids__bdod__depth_weighted_0_30cm,1.2633421065984471,1.2472968243348483,-0.30659607879834255,0.30659607879834255,0.0,0.0,0.0
soilgrids__bdod__0_5cm__mean,1.2237085691556515,1.2075900981266727,-0.3052993730964666,0.3052993730964666,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi5_promedio__mean,1.0055855520732082,1.0219093906348982,0.3045684103563186,0.3045684103563186,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__lai_promedio__m06,0.021567984762821714,0.040116858847367314,0.3039356065239791,0.3039356065239791,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndvi_max__min,0.18547826086956523,0.21235593220338983,0.3036980320087351,0.3036980320087351,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m07,0.308883143185317,0.3330917045760266,0.30351571985975573,0.30351571985975573,0.0,0.0,0.0
emp_shape__hist_s2_ndvi__curvature_energy,0.033871905625823276,0.028165251844987155,-0.30314046071973666,0.30314046071973666,0.0,0.0,0.0
emp_distribution__hist_s2_ndvi__mean_position_in_range,0.33587528767242414,0.3482728522824215,0.30306793439387614,0.30306793439387614,0.0,0.0,0.0
emp_distribution__hist_s2_ndvi__range_asymmetry,0.3282494246551518,0.30345429543515706,-0.30306793439387614,0.30306793439387614,0.0,0.0,0.0
soilgrids__phh2o__depth_weighted_0_60cm,6.367383701339412,6.27577661491299,-0.302450232540236,0.302450232540236,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndvi_min__min,-0.007963768115942028,0.005084745762711865,0.3008116457024066,0.3008116457024066,0.0,0.0,0.0
agro_nonlinear__log1p_precip_hist,6.491313400019175,6.527629636877006,0.3005980200719402,0.3005980200719402,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m05,0.0912106115857714,0.09815210726185303,0.300440274277998,0.300440274277998,0.0,0.0,0.0
soilgrids__bdod__5_15cm__mean,1.2435149637103298,1.227218002633703,-0.30018587583904305,0.30018587583904305,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__mra_promedio__m06,0.021370497286529858,0.021606245449465752,0.3001209270699789,0.3001209270699789,0.0,0.0,0.0
sat_basic_2025__sentinel_2__fapar_max__min,0.13667391304347823,0.16015254237288135,0.2990458076898653,0.2990458076898653,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__msi_promedio__m06,1.139653381642512,1.1087033898305085,-0.2984940313592099,0.2984940313592099,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__savi_promedio__m06,0.10838928158194458,0.11669765883833676,0.29848429166128304,0.29848429166128304,0.0,0.0,0.0
emp_shape__hist_s2_lai__curvature_energy,0.20708430334237826,0.15148942988813227,-0.2978096617668936,0.2978096617668936,0.0,0.0,0.0
sat_basic_2025__sentinel_2__lai_min__min,-0.17507246376811592,-0.16383050847457628,0.296729603262886,0.296729603262886,0.0,0.0,0.0
agro_soil__bdod__gradient_0_30_minus_30_60,0.006622498223518405,0.0013931598062953984,-0.29655871234220454,0.29655871234220454,0.0,0.0,0.0
emp_shape__y2025_s2_fapar__center_of_mass_month,8.403023976309088,8.34443690132099,-0.2961779157353783,0.2961779157353783,0.0,0.0,0.0
soilgrids__bdod__15_30cm__mean,1.2897713810047906,1.2739182808716707,-0.2953755562627922,0.2953755562627922,0.0,0.0,0.0
agro_water__historical__precip_early_sum,171.09663250749625,177.29834484380518,0.2949042264538996,0.2949042264538996,0.0,0.0,0.0
sat_basic_2025__sentinel_2__savi_min__min,-0.002181159420289855,0.00464406779661017,0.29488232589854496,0.29488232589854496,0.0,0.0,0.0
emp_shape__y2025_planet_ndvi__center_of_mass_month,8.382392750948792,8.3270408818738,-0.29480262848477357,0.29480262848477357,0.0,0.0,0.0
emp_shape__hist_s2_fapar__lag1_autocorr,0.6417827752056553,0.6703861214858509,0.2944996627409869,0.2944996627409869,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__msi_promedio__m07,0.8002026570048308,0.7561200564971752,-0.294400776284581,0.294400776284581,0.0,0.0,0.0
agro_anomaly__s2_msi__season_mean_delta,-0.10348502322282917,-0.09192386030011543,0.2931616435412136,0.2931616435412136,0.0,0.0,0.0
sat_basic_hist__sentinel_2__fapar_promedio__mean,0.2303355028393386,0.23819482554189308,0.29313990741774226,0.29313990741774226,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__evi_promedio__m06,0.13543232673123975,0.1465981047201386,0.29301732632858846,0.29301732632858846,0.0,0.0,0.0
soilgrids__cec__5_15cm__std,0.5007726924198369,0.8318672289167142,0.2911896696229567,0.2911896696229567,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m07,0.05915609505229067,0.052621643375456904,-0.29084145480552887,0.29084145480552887,0.0,0.0,0.0
soilgrids__phh2o__15_30cm__mean,6.278971246250995,6.195185173385441,-0.2900577505777996,0.2900577505777996,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m06,-0.057152777777777754,-0.04304519774011296,0.2895167047360539,0.2895167047360539,0.0,0.0,0.0
soilgrids__phh2o__30_60cm__mean,6.478860558460101,6.383960395338629,-0.2893938216189754,0.2893938216189754,0.0,0.0,0.0
soilgrids__bdod__5_15cm__std,0.007291583794512934,0.028199801030710833,0.28757002545542504,0.28757002545542504,0.0,0.0,0.0
emp_shape__y2025_s2_ndvi__shape_entropy,0.7625188282801135,0.7718479440810511,0.28694896832536326,0.28694896832536326,0.0,0.0,0.0
sat_basic_2025__sentinel_2__mra_promedio__min,0.02019565217391304,0.02033898305084746,0.2853790610934626,0.2853790610934626,0.0,0.0,0.0
soilgrids__clay__30_60cm__std,0.8333692749195009,1.3682741321795338,0.2845114631589836,0.2845114631589836,0.0,0.0,0.0
emp_shape__y2025_planet_ndvi__shape_entropy,0.7775097979693062,0.7844863571726121,0.2844870011659595,0.2844870011659595,0.0,0.0,0.0
soilgrids__bdod__0_5cm__std,0.008969099132153557,0.029511017516098546,0.2843303590145648,0.2843303590145648,0.0,0.0,0.0
emp_distribution__hist_s2_fapar__cv_absmean,0.8285478880873975,0.800021357155664,-0.2837458990534613,0.2837458990534613,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__emsi_promedio__m07,0.5404806763285024,0.49769011299435023,-0.28266974008637696,0.28266974008637696,0.0,0.0,0.0
emp_shape__hist_s2_ndvi__shape_entropy,0.7540006338919323,0.7657749701832793,0.28261130034452786,0.28261130034452786,0.0,0.0,0.0
soilgrids__soc__30_60cm__std,0.20200400228072038,0.2984414301886262,0.28183475858307516,0.28183475858307516,0.0,0.0,0.0
soilgrids__phh2o__0_5cm__std,0.0533474625518809,0.1538517571342652,0.2813625914161705,0.2813625914161705,0.0,0.0,0.0
agro_pheno__hist_s2_evi__jun_to_aug_delta,0.345173806024893,0.31809631771241936,-0.27978420143847277,0.27978420143847277,0.0,0.0,0.0
emp_shape__hist_s2_ndwi__shape_entropy,0.7651133375243323,0.7770819747521753,0.27918361451368207,0.27918361451368207,0.0,0.0,0.0
sat_basic_2025__sentinel_2__dswi3_std__min,0.07309420289855072,0.08271186440677966,0.27891928960514456,0.27891928960514456,0.0,0.0,0.0
agro_pheno__hist_s2_ndwi__early_mean,-0.12888961257022313,-0.11766181811384945,0.2782369417214297,0.2782369417214297,0.0,0.0,0.0
emp_shape__hist_s2_ndvi__lag1_autocorr,0.6294122373797782,0.6582878284831368,0.2778268101430616,0.2778268101430616,0.0,0.0,0.0
sat_basic_2025__sentinel_2__savi_std__min,0.011427536231884057,0.013491525423728815,0.27767880182820065,0.27767880182820065,0.0,0.0,0.0
soilgrids__nitrogen__30_60cm__std,0.01872037239119666,0.032468803674896254,0.277624908785694,0.277624908785694,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndsvi_std__min,0.015739130434782606,0.013949152542372882,-0.2772580665031403,0.2772580665031403,0.0,0.0,0.0
clim_official_hist__prec__m06_mean,89.35548595990535,92.81912179181805,0.2752673893822916,0.2752673893822916,0.0,0.0,0.0
sat_basic_hist__sentinel_2__crc_max__std,0.09801392765366765,0.10588939336145704,0.2751267824917401,0.2751267824917401,0.0,0.0,0.0
soilgrids__sand__30_60cm__std,0.6064823337929349,1.2477732668458001,0.2750436825795503,0.2750436825795503,0.0,0.0,0.0
soilgrids__sand__15_30cm__std,0.5460273185764664,1.215526719339893,0.27481806819693616,0.27481806819693616,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__dswi5_promedio__m06,0.9079257246376812,0.928656779661017,0.2734975271093557,0.2734975271093557,0.0,0.0,0.0
clim_official_hist__prec__season_sum,663.8454253147573,687.314260008645,0.27318312639117587,0.27318312639117587,0.0,0.0,0.0
agro_pheno__hist_s2_ndvi__jun_to_aug_delta,0.36282535529084436,0.3384256624731201,-0.272081285068651,0.272081285068651,0.0,0.0,0.0
soilgrids__clay__5_15cm__std,0.4732914905231606,0.8390023150609087,0.2716406733921065,0.2716406733921065,0.0,0.0,0.0
agro_pheno__hist_s2_msi__early_mean,1.3155924124965686,1.2860286426061474,-0.271491788724224,0.271491788724224,0.0,0.0,0.0
sat_basic_hist__sentinel_2__lai_min__max,0.41633333333333333,0.3698813559322034,-0.26992253633006674,0.26992253633006674,0.0,0.0,0.0
sat_basic_2025__sentinel_2__evi_min__min,-0.0036304347826086963,0.004220338983050849,0.2698872465879492,0.2698872465879492,0.0,0.0,0.0
agro_water__historical__precip_late_sum,335.980108578232,348.3722021997312,0.2696950680924393,0.2696950680924393,0.0,0.0,0.0
agro_pheno__hist_s2_fapar__jun_to_aug_delta,0.40498121414615984,0.37857090884633265,-0.2690530472815156,0.2690530472815156,0.0,0.0,0.0
emp_shape__hist_s2_evi__peak_sharpness,0.12385268002931041,0.10534401841096755,-0.2683183094650391,0.2683183094650391,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__emsi_promedio__m06,0.9016358695652174,0.8710324858757063,-0.2677012874382407,0.2677012874382407,0.0,0.0,0.0
soilgrids__cec__15_30cm__std,0.5343750125189993,0.8380608570724735,0.2669796263168152,0.2669796263168152,0.0,0.0,0.0
sat_basic_hist__sentinel_2__crc_promedio__std,0.13268100272585398,0.13980246177719344,0.26669342864028084,0.26669342864028084,0.0,0.0,0.0
soilgrids__clay__15_30cm__std,0.5871090996545076,1.0231750105234463,0.26602958983530667,0.26602958983530667,0.0,0.0,0.0
soilgrids__phh2o__30_60cm__std,0.052661005774999756,0.15267135060337012,0.26552370675993925,0.26552370675993925,0.0,0.0,0.0
sat_basic_2025__sentinel_2__sti_min__max,1.706608695652174,1.6734406779661015,-0.2644502881477954,0.2644502881477954,0.0,0.0,0.0
emp_shape__y2025_planet_lai__center_of_mass_month,8.391519917141386,8.338510603273175,-0.26334661245773283,0.26334661245773283,0.0,0.0,0.0
soilgrids__phh2o__5_15cm__std,0.050559350039635464,0.14446016175752632,0.26304543634664884,0.26304543634664884,0.0,0.0,0.0
agro_pheno__hist_s2_fapar__auc,1.63465022493018,1.6852399151225423,0.2627527500273456,0.2627527500273456,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mcrc_min__std,0.14514566570041382,0.1520505616721601,0.2626570881650087,0.2626570881650087,0.0,0.0,0.0
soilgrids__silt__15_30cm__std,0.5547517397669366,0.9405808176899225,0.26236157794241516,0.26236157794241516,0.0,0.0,0.0
soilgrids__sand__5_15cm__std,0.4612459195467643,1.149174632258188,0.26172940615057577,0.26172940615057577,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi2_max__min,1.1444782608695652,1.053576271186441,-0.261695702563961,0.261695702563961,0.0,0.0,0.0
sat_basic_2025__sentinel_2__mra_max__min,0.02077536231884058,0.02108474576271186,0.2610532062884672,0.2610532062884672,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndwi_std__min,0.020920289855072462,0.02333898305084746,0.2605852836249854,0.2605852836249854,0.0,0.0,0.0
soilgrids__nitrogen__0_5cm__std,0.04607379413818238,0.07325566231830839,0.2605423993191177,0.2605423993191177,0.0,0.0,0.0
soilgrids__cec__30_60cm__std,0.5101426950404342,0.8091081000959454,0.2601230710483173,0.2601230710483173,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mcrc_promedio__mean,0.32689805126811955,0.31865514025394287,-0.2600766666388955,0.2600766666388955,0.0,0.0,0.0
soilgrids__bdod__15_30cm__std,0.007643193403364768,0.02688497445329589,0.25947622171287255,0.25947622171287255,0.0,0.0,0.0
sat_basic_hist__sentinel_2__crc_promedio__mean,0.33201201723207296,0.3239878765152507,-0.2593871681982248,0.2593871681982248,0.0,0.0,0.0
agro_pheno__hist_s2_fapar__season_mean,0.2600128804487066,0.26751199537616,0.2592956149579163,0.2592956149579163,0.0,0.0,0.0
agro_water__historical__precip_mid_sum,387.8098617398605,400.6851024250526,0.2591737130983019,0.2591737130983019,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__endwi_promedio__m06,0.06539130434782607,0.08291807909604519,0.25914107731971253,0.25914107731971253,0.0,0.0,0.0
soilgrids__cec__0_5cm__std,0.5967506686930879,0.9293382253625669,0.25727954811627085,0.25727954811627085,0.0,0.0,0.0
agro_pheno__hist_s2_fapar__greenup_slope,0.07293055783606131,0.08007884849143318,0.25725904482554834,0.25725904482554834,0.0,0.0,0.0
sat_basic_2025__sentinel_2__lai_std__min,0.02160144927536232,0.025576271186440673,0.2572260833968951,0.2572260833968951,0.0,0.0,0.0
soilgrids__silt__30_60cm__std,0.5891553927757294,0.9547334590137352,0.25692464133332277,0.25692464133332277,0.0,0.0,0.0
sat_basic_hist__sentinel_2__evi_std__mean,0.047461735903884965,0.05067880134364914,0.25690883133027076,0.25690883133027076,0.0,0.0,0.0
sat_basic_hist__sentinel_2__fapar_max__min,0.10649275362318839,0.11623728813559321,0.2568881979430044,0.2568881979430044,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mcrc_max__std,0.08878529581364711,0.0956572505170405,0.2568493931295543,0.2568493931295543,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m07,0.3071626941898681,0.29450560884501564,-0.2568285205817739,0.2568285205817739,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m06,0.17471737088394695,0.18620420031945453,0.2568140599743484,0.2568140599743484,0.0,0.0,0.0
sat_basic_2025__sentinel_2__emsi_std__min,0.036420289855072466,0.03967796610169491,0.2560273410535108,0.2560273410535108,0.0,0.0,0.0
emp_shape__hist_s2_msi__peak_sharpness,0.040366285251051855,0.049800489693921805,0.2557368263755767,0.2557368263755767,0.0,0.0,0.0
agro_pheno__y2025_s2_fapar__early_mean,0.10824375143777312,0.11532369518428834,0.2556437895500303,0.2556437895500303,0.0,0.0,0.0
sat_basic_2025__sentinel_2__emsi_min__min,0.13413043478260872,0.12530508474576268,-0.2544531904064374,0.2544531904064374,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m07,0.1315859903381642,0.1554381355932203,0.2544188993211924,0.2544188993211924,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m07,0.04726195652173911,0.04168615819209035,-0.25416778300473997,0.25416778300473997,0.0,0.0,0.0
soilgrids__bdod__depth_weighted_0_60cm,1.2600308574866879,1.2466002444317006,-0.2540205269842724,0.2540205269842724,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndti_min__max,0.25929710144927537,0.25037288135593216,-0.25380075468490026,0.25380075468490026,0.0,0.0,0.0
sat_basic_hist__sentinel_2__savi_min__max,0.28038405797101446,0.2646949152542373,-0.25341340612038565,0.25341340612038565,0.0,0.0,0.0
agro_anomaly__s2_msi__season_mean_ratio,0.9020712716273378,0.9113196191026236,0.2533102630692785,0.2533102630692785,0.0,0.0,0.0
emp_histpos__s2_msi__below_history_fraction,0.027950310559006205,0.012106537530266338,-0.253303514773671,0.253303514773671,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndvi_promedio__min,0.08281884057971013,0.09305084745762714,0.25329509179212634,0.25329509179212634,0.0,0.0,0.0
sat_basic_2025__sentinel_2__nddi_std__min,0.007449275362318841,0.00811864406779661,0.2530435128127471,0.2530435128127471,0.0,0.0,0.0
sat_basic_hist__sentinel_2__crc_min__std,0.17875093360137165,0.18615235767029645,0.25296442880854947,0.25296442880854947,0.0,0.0,0.0
sat_basic_hist__sentinel_2__fapar_max__mean,0.3753811258321935,0.3909810873068773,0.2527843756191287,0.2527843756191287,0.0,0.0,0.0
emp_shape__hist_s2_lai__peak_sharpness,0.29672211576668095,0.2501324117031744,-0.25264547454859393,0.25264547454859393,0.0,0.0,0.0
soilgrids__silt__30_60cm__mean,25.86844802805043,25.258028050351868,-0.25235601234958277,0.25235601234958277,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mcrc_promedio__std,0.11039222515593763,0.11631989239221908,0.2520862752412099,0.2520862752412099,0.0,0.0,0.0
emp_histpos__landsat_vi6t__season_max,0.4258031639786018,0.3950246651544569,-0.25203184781665827,0.25203184781665827,0.0,0.0,0.0
agro_pheno__hist_s2_lai__jun_to_aug_delta,0.697564325921663,0.6359448722652112,-0.25179180326010914,0.25179180326010914,0.0,0.0,0.0
sat_basic_2025__sentinel_2__fapar_min__std,0.14399024585897371,0.13616485901947384,-0.2511086269749385,0.2511086269749385,0.0,0.0,0.0
sat_basic_hist__sentinel_2__crc_min__mean,0.20677144573183664,0.1899742805428857,-0.25089182423890416,0.25089182423890416,0.0,0.0,0.0
sat_basic_hist__sentinel_2__crc_max__min,-0.008028985507246377,-0.06145762711864407,-0.2507211282584257,0.2507211282584257,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m07,0.1281180548718592,0.12248488107937257,-0.25038546336558826,0.25038546336558826,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndwi_max__mean,0.12350021119853503,0.13763018638075625,0.2503107289049921,0.2503107289049921,0.0,0.0,0.0
agro_pheno__hist_s2_lai__early_mean,-0.003766565650533027,0.0043337550558263365,0.250143055935534,0.250143055935534,0.0,0.0,0.0
soilgrids__nitrogen__5_15cm__std,0.03127074454600279,0.05503224315485872,0.25008978037667995,0.25008978037667995,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__fapar_promedio__m06,0.16459299516908207,0.1782203389830508,0.24957084002174085,0.24957084002174085,0.0,0.0,0.0
soilgrids__phh2o__15_30cm__std,0.05118361189654253,0.14090043910823694,0.2495557198159322,0.2495557198159322,0.0,0.0,0.0
sat_basic_2025__sentinel_2__endwi_max__max,0.7652681159420289,0.778864406779661,0.24933779265093678,0.24933779265093678,0.0,0.0,0.0
agro_pheno__hist_s2_ndvi__greenup_slope,0.06623480839877413,0.07268894392552165,0.24929181949811854,0.24929181949811854,0.0,0.0,0.0
