feature,train_mean,target_mean,standardized_mean_difference,abs_standardized_mean_difference,train_missing_fraction,target_missing_fraction,missing_fraction_difference
soilgrids__soc__5_15cm__std,0.6742652417526935,0.8805468187337481,0.20687943137346307,0.20687943137346307,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__dswi2_promedio__m07,1.898831038647343,1.8619612994350283,-0.2068606875304308,0.2068606875304308,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__enddi_promedio__m07,0.12612753623188405,0.12199548022598866,-0.2068399081306036,0.2068399081306036,0.0,0.0,0.0
emp_distribution__y2025_planet_ndvi__cv_absmean,0.5032467305134237,0.4922351037689998,-0.206658267083917,0.206658267083917,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mra_std__mean,0.0006100631431575117,0.0006669762386211627,0.20664504168418266,0.20664504168418266,0.0,0.0,0.0
sat_pro_2025_monthly__planet__ndvi_promedio__m09,0.6690941831239945,0.6562181343830645,-0.206634136256198,0.206634136256198,0.0,0.0,0.0
emp_shape__hist_s2_ndwi__turning_fraction,0.3365942028985507,0.3050847457627119,-0.20648555819081316,0.20648555819081316,0.0,0.0,0.0
sat_basic_hist__sentinel_2__evi_max__mean,0.3939256986041185,0.40650203956297853,0.2064342695894299,0.2064342695894299,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__evi_promedio__m07,0.283778394451764,0.30028739349163075,0.2063669851021198,0.2063669851021198,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mcrc_promedio__min,-0.11331159420289856,-0.14862711864406777,-0.20628705019847293,0.20628705019847293,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m04,-0.1457222471653098,-0.13741226174954985,0.20617506279395478,0.20617506279395478,0.0,0.0,0.0
emp_shape__hist_s2_evi__turning_fraction,0.32608695652173914,0.29152542372881346,-0.20605749736126594,0.20605749736126594,0.0,0.0,0.0
base_area_ratio,0.9930918862729101,0.9934240080084817,0.20587965430045402,0.20587965430045402,0.0,0.0,0.0
sat_basic_hist__sentinel_2__sti_max__max,2.580905797101449,2.696,0.20584769736612257,0.20584769736612257,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m05,-0.13177930143350539,-0.12250270855626037,0.20583944661721362,0.20583944661721362,0.0,0.0,0.0
emp_distribution__y2025_s2_fapar__cv_absmean,0.6836471362105848,0.6674844956239772,-0.205399560015595,0.205399560015595,0.0,0.0,0.0
sat_pro_2025__planet__evi_max__mean,0.423970252499947,0.4333842533404717,0.2053409703131306,0.2053409703131306,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m10,0.32184717046238787,0.3108951170298627,-0.20531869826139762,0.20531869826139762,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m04,0.14372235162180813,0.14883746973365614,0.20528078523411045,0.20528078523411045,0.0,0.0,0.0
emp_shape__hist_s2_lai__linear_trend_r2,0.39612594864993794,0.43149168689855605,0.20487968917572497,0.20487968917572497,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__evi_promedio__m06,0.1625990338164251,0.17383050847457623,0.20477745014227688,0.20477745014227688,0.0,0.0,0.0
clim_official_hist__prec__m04_mean,27.739431081378708,28.457047273883706,0.20477582980511297,0.20477582980511297,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndsvi_max__std,0.10364007560224399,0.10788214792799392,0.20475247575182212,0.20475247575182212,0.0,0.0,0.0
emp_shape__hist_s2_msi__roughness,0.2072700483375675,0.1949168137725241,-0.20449793783240072,0.20449793783240072,0.0,0.0,0.0
sat_pro_2025__planet__ndvi_std__mean,0.05398222384036438,0.05709176106315105,0.20415256913160226,0.20415256913160226,0.0,0.0,0.0
emp_distribution__hist_s2_msi__std_over_range,0.28854276750407487,0.28360519580861016,-0.2039240844718346,0.2039240844718346,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndwi_promedio__max,0.4063623188405797,0.42589830508474574,0.203854576642928,0.203854576642928,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__dswi4_promedio__m06,0.8719694936404176,0.8803412068157831,0.2038232558204591,0.2038232558204591,0.0,0.0,0.0
sat_basic_hist__sentinel_2__endwi_max__mean,0.2937337765070822,0.3086271387727091,0.20378469155963325,0.20378469155963325,0.0,0.0,0.0
sat_basic_2025__sentinel_2__lai_min__std,0.14527925337482114,0.13601820518714333,-0.2034284042164813,0.2034284042164813,0.0,0.0,0.0
sat_pro_2025__planet__msavi_min__std,0.0906723421260396,0.08649864895824887,-0.2033897931762752,0.2033897931762752,0.0,0.0,0.0
emp_shape__y2025_landsat_vi6t__lag1_autocorr,0.2330286829270286,0.15586275175664416,-0.20335101354993307,0.20335101354993307,0.0,0.0,0.0
agro_pheno__hist_s2_msi__jun_to_aug_delta,-0.5855937058714232,-0.5556236232223521,0.20333158771596274,0.20333158771596274,0.0,0.0,0.0
soilgrids__silt__0_5cm__mean,27.785626357814575,27.316346091216737,-0.2033174984087913,0.2033174984087913,0.0,0.0,0.0
agro_pheno__y2025_s2_msi__auc,5.6105984385783305,5.524621509281678,-0.2031534945089781,0.2031534945089781,0.0,0.0,0.0
emp_symchange__s2_msi__season_mean,-0.12963811742081963,-0.1189643954100632,0.2029529981137842,0.2029529981137842,0.0,0.0,0.0
sat_basic_2025__sentinel_2__lai_min__max,0.3560072463768116,0.3269152542372881,-0.202790811417091,0.202790811417091,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi5_std__mean,0.08837295146136394,0.09350066475074471,0.20277219767700816,0.20277219767700816,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__savi_promedio__m08,0.34966346749064137,0.3373075727003693,-0.20248344972986418,0.20248344972986418,0.0,0.0,0.0
clim_official_hist__prec__m07_mean,156.7686842290292,161.6437129651086,0.20228180897083137,0.20228180897083137,0.0,0.0,0.0
sat_basic_2025__sentinel_2__savi_min__std,0.07144364473201212,0.06757462908565194,-0.202240605924784,0.202240605924784,0.0,0.0,0.0
sat_basic_2025__sentinel_2__evi_std__mean,0.06638143686090849,0.06934402378313478,0.20192880173085287,0.20192880173085287,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m06,0.0889543183266009,0.08374216969471203,-0.20113841697165288,0.20113841697165288,0.0,0.0,0.0
emp_shape__hist_s2_lai__total_variation,1.2857825473167546,1.191880435446076,-0.20093200299121686,0.20093200299121686,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndti_max__max,0.43521014492753624,0.4474576271186441,0.20067829849332242,0.20067829849332242,0.0,0.0,0.0
agro_pheno__y2025_s2_evi__early_mean,0.1274626754083275,0.1327123890234059,0.20063692082365897,0.20063692082365897,0.0,0.0,0.0
sat_basic_2025__sentinel_2__mra_min__std,0.002460600742819543,0.002307633676070637,-0.20031419029745715,0.20031419029745715,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__msi_promedio__m05,1.3239745182549048,1.2996374542581048,-0.2002092300159912,0.2002092300159912,0.0,0.0,0.0
sat_basic_hist__sentinel_2__endwi_std__min,0.01858695652173913,0.016847457627118645,-0.19951394061413028,0.19951394061413028,0.0,0.0,0.0
sat_basic_hist__sentinel_2__msi_std__min,0.031210144927536227,0.028457627118644066,-0.1995124597532068,0.1995124597532068,0.0,0.0,0.0
sat_basic_2025__sentinel_2__crc_min__max,0.3585072463768116,0.34820338983050847,-0.19849284991615826,0.19849284991615826,0.0,0.0,0.0
agro_pheno__y2025_s2_fapar__greenup_slope,0.10727322032436158,0.11420565173527032,0.198472860526898,0.198472860526898,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__dswi2_promedio__m04,2.1820743596273005,2.1462794949400883,-0.1983755255697386,0.1983755255697386,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m04,0.3581608832202182,0.350640791270876,-0.1982869852294483,0.1982869852294483,0.0,0.0,0.0
sat_pro_2025__planet__msavi_max__mean,0.4172637686514479,0.42637111116549886,0.1982096617391271,0.1982096617391271,0.0,0.0,0.0
emp_shape__hist_s2_msi__turning_fraction,0.327536231884058,0.29830508474576267,-0.19815793556935402,0.19815793556935402,0.0,0.0,0.0
emp_distribution__y2025_s2_lai__cv_absmean,1.1352861702255839,1.1019800626425758,-0.19759751109730608,0.19759751109730608,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndvi_std__mean,0.04866122545934887,0.05142991243257961,0.19727488428588977,0.19727488428588977,0.0,0.0,0.0
soilgrids__bdod__30_60cm__mean,1.2567196083749288,1.245903664528553,-0.1972218656499487,0.1972218656499487,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mcrc_std__min,0.014021739130434783,0.012847457627118645,-0.1968772123822442,0.1968772123822442,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__crc_promedio__m04,0.3635192424121772,0.3562839099459862,-0.19661006060816494,0.19661006060816494,0.0,0.0,0.0
sat_basic_2025__sentinel_2__sti_min__mean,1.285654666475087,1.2746326440818982,-0.19647259028336989,0.19647259028336989,0.0,0.0,0.0
sat_basic_hist__sentinel_2__evi_min__std,0.0848112770332051,0.08073151548283383,-0.19646283456908722,0.19646283456908722,0.0,0.0,0.0
agro_water__2025__precip_minus_aeti_m07,67.04097819966674,72.38386819090249,0.19532991515240689,0.19532991515240689,0.0,0.0,0.0
clim_official_2025__prec__season_sum,953.9347719224756,987.101066290322,0.19491843472724676,0.19491843472724676,0.0,0.0,0.0
sat_basic_2025__sentinel_2__msi_std__min,0.04286231884057971,0.0456271186440678,0.19487110567850657,0.19487110567850657,0.0,0.0,0.0
sat_basic_2025__sentinel_2__savi_min__max,0.2593768115942029,0.24847457627118644,-0.19459043610860632,0.19459043610860632,0.0,0.0,0.0
emp_shape__y2025_landsat_vi6t__peak_sharpness,0.01071988440303656,0.009111945117029834,-0.1945637951810452,0.1945637951810452,0.0,0.0,0.0
sat_pro_2025_monthly__planet__lai_promedio__m09,2.3573654780948896,2.300282392568659,-0.19426760014186062,0.19426760014186062,0.0,0.0,0.0
emp_histpos__landsat_vi6t__season_range,0.29478896536672194,0.2725469608711711,-0.19356769489974962,0.19356769489974962,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m05,-0.05403782105930442,-0.04354338372245897,0.1933260688978287,0.1933260688978287,0.0,0.0,0.0
emp_shape__hist_s2_evi__total_variation,0.6329076025264164,0.597710139446518,-0.19325736166890067,0.19325736166890067,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndwi_std__min,0.015195652173913044,0.013898305084745764,-0.19284962749958323,0.19284962749958323,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndvi_std__mean,0.06426256509653283,0.06723240972890343,0.1923244235372381,0.1923244235372381,0.0,0.0,0.0
agro_water__2025__precip_minus_aeti_season,530.049828438021,559.7954808305839,0.1922430378215771,0.1922430378215771,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mra_min__std,0.002044239225986237,0.0019277169808242034,-0.19213795683481633,0.19213795683481633,0.0,0.0,0.0
sat_basic_2025__sentinel_2__evi_max__min,0.17092753623188406,0.18440677966101696,0.19168095436922547,0.19168095436922547,0.0,0.0,0.0
sat_basic_hist__sentinel_2__nddi_max__std,0.05166312783601584,0.0541240132022738,0.19145069646616508,0.19145069646616508,0.0,0.0,0.0
sat_pro_2025_monthly__planet__ndvi_promedio__m06,0.3045874090281699,0.31664070486951845,0.1912786382749876,0.1912786382749876,0.0,0.0,0.0
sat_basic_hist__sentinel_2__savi_min__std,0.06403345695471999,0.06126040821744514,-0.19117726592639142,0.19117726592639142,0.0,0.0,0.0
emp_distribution__hist_s2_fapar__mean_position_in_range,0.2628554134324917,0.27033132954107303,0.19117601022936168,0.19117601022936168,0.0,0.0,0.0
emp_distribution__hist_s2_fapar__range_asymmetry,0.47428917313501656,0.45933734091785394,-0.19117601022936095,0.19117601022936095,0.0,0.0,0.0
soilgrids__silt__15_30cm__mean,26.573764779482744,26.10138669413647,-0.19110673239216247,0.19110673239216247,0.0,0.0,0.0
emp_sensor_shape__s2_vs_planet__evi__normalized_rmse,0.09866811964151091,0.10335065678565937,0.19076869570002747,0.19076869570002747,0.0,0.0,0.0
sat_pro_2025__planet__lai_std__mean,0.21189536891714325,0.2230429492042731,0.19069315364499553,0.19069315364499553,0.0,0.0,0.0
emp_distribution__hist_s2_ndwi__std_over_range,0.2687726879989055,0.2632965636930506,-0.1904791729030119,0.1904791729030119,0.0,0.0,0.0
emp_shape__hist_s2_ndwi__curvature_energy,0.02388148572082631,0.021178459658006184,-0.19043457455680618,0.19043457455680618,0.0,0.0,0.0
sat_basic_hist__sentinel_2__srndi_max__min,-0.08987681159420288,-0.12552542372881356,-0.19035858894747607,0.19035858894747607,0.0,0.0,0.0
agro_soil__clay__ratio_0_30_to_30_60,0.8587765101200082,0.8451962319700811,-0.1903123006215393,0.1903123006215393,0.0,0.0,0.0
emp_shape__y2025_s2_ndwi__roughness,0.12867390614216695,0.1369213478611783,0.19017672814889802,0.19017672814889802,0.0,0.0,0.0
sat_pro_2025_monthly__planet__ndvi_promedio__m07,0.5282120987104684,0.5482149628149628,0.19013887835956028,0.19013887835956028,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m07,0.16097747920356612,0.15020675604997638,-0.18998344922101473,0.18998344922101473,0.0,0.0,0.0
agro_pheno__y2025_planet_ndvi__early_mean,0.24307478131901208,0.2493821779295404,0.18975503188508017,0.18975503188508017,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__dswi4_promedio__m09,1.2812943236714978,1.2600762711864408,-0.18960779882012713,0.18960779882012713,0.0,0.0,0.0
sat_basic_hist__sentinel_2__sti_std__std,0.046279648900443976,0.049065741544738105,0.18953134192510382,0.18953134192510382,0.0,0.0,0.0
sat_basic_hist__sentinel_2__lai_std__mean,0.09312087399517434,0.0985742043770008,0.18950559051992397,0.18950559051992397,0.0,0.0,0.0
emp_distribution__hist_s2_evi__range_asymmetry,0.4428452877316014,0.42503755153173317,-0.18929747468290797,0.18929747468290797,0.0,0.0,0.0
emp_distribution__hist_s2_evi__mean_position_in_range,0.27857735613419937,0.2874812242341334,0.1892974746829062,0.1892974746829062,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__emsi_promedio__m04,1.1642529119200633,1.142750325169181,-0.18885441782616708,0.18885441782616708,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi4_std__mean,0.06263492975023834,0.06563298221685786,0.1887625848013059,0.1887625848013059,0.0,0.0,0.0
sat_basic_2025__sentinel_2__dswi2_max__std,0.4351377256460977,0.4562019950653087,0.18859743318508324,0.18859743318508324,0.0,0.0,0.0
sat_basic_2025__sentinel_2__dswi4_std__min,0.018992753623188408,0.021254237288135594,0.18842732753236718,0.18842732753236718,0.0,0.0,0.0
soilgrids__cfvo__5_15cm__std,0.5990019362374263,0.7110480914201284,0.1879822687799322,0.1879822687799322,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m04,0.1415486950851081,0.13679393819457375,-0.18794348083186319,0.18794348083186319,0.0,0.0,0.0
emp_histpos__s2_msi__season_min,0.10931811397905565,0.12814858297548004,0.18792820936074808,0.18792820936074808,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__crc_promedio__m04,0.38490135438233264,0.39226967312348665,0.18784019016849599,0.18784019016849599,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m07,0.4561496376811594,0.4763050847457627,0.18771823099671217,0.18771823099671217,0.0,0.0,0.0
sat_pro_2025__planet__ndvi_std__min,0.020471014492753625,0.022067796610169495,0.18744722730957014,0.18744722730957014,0.0,0.0,0.0
emp_histpos__landsat_vi6t__season_mean,0.2682884994030544,0.2512123639388674,-0.18739364952687443,0.18739364952687443,0.0,0.0,0.0
soilgrids__sand__5_15cm__mean,46.40254582225978,45.87834398850233,-0.18720162644937338,0.18720162644937338,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndsvi_min__mean,0.16237542506763275,0.15107004463121737,-0.18677275878216346,0.18677275878216346,0.0,0.0,0.0
agro_anomaly__landsat_vi6t__august_delta,-0.0008452485919877259,-0.0026869986886935947,-0.18640587781833454,0.18640587781833454,0.0,0.0,0.0
agro_anomaly__s2_ndwi__auc_delta,0.3443371040215349,0.312286011458631,-0.1863215052989211,0.1863215052989211,0.0,0.0,0.0
soilgrids__cfvo__15_30cm__std,0.7992056357933156,0.9475324670210662,0.18615833994989128,0.18615833994989128,0.0,0.0,0.0
agro_interaction__clay_x_precip_2025,22922.139476011795,23755.273056177204,0.18562841800791063,0.18562841800791063,0.0,0.0,0.0
sat_basic_hist__sentinel_2__evi_min__max,0.38512318840579707,0.367542372881356,-0.18549265946403892,0.18549265946403892,0.0,0.0,0.0
emp_shape__hist_s2_ndwi__roughness,0.11602646308969514,0.10985563261403485,-0.18523003221065884,0.18523003221065884,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m04,-0.06719524738369044,-0.057859637890358216,0.1852090532666639,0.1852090532666639,0.0,0.0,0.0
emp_shape__y2025_s2_ndvi__linear_trend_r2,0.6896782085694418,0.6534405688221624,-0.1850799615529851,0.1850799615529851,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__mra_promedio__m04,0.02091696859903381,0.02102663438256658,0.18503490986657592,0.18503490986657592,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndti_min__min,-0.029855072463768118,-0.04338983050847458,-0.18488974291685442,0.18488974291685442,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndti_promedio__min,0.06266666666666666,0.05928813559322034,-0.18481168619364857,0.18481168619364857,0.0,0.0,0.0
emp_shape__y2025_planet_evi__shape_entropy,0.7584273637129477,0.7652118988478047,0.18466332422856369,0.18466332422856369,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndti_min__mean,0.11846605269011223,0.11474393845163913,-0.18449035780653075,0.18449035780653075,0.0,0.0,0.0
agro_water__2025__precip_mid_sum,521.454567618992,540.2721317743851,0.18437298586791684,0.18437298586791684,0.0,0.0,0.0
sat_pro_2025__planet__ndvi_max__mean,0.6032186785532387,0.6135404514500724,0.18418749511579943,0.18418749511579943,0.0,0.0,0.0
sat_basic_hist__sentinel_2__nddi_max__min,-0.035369565217391305,-0.0478135593220339,-0.18411784075696086,0.18411784075696086,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mra_promedio__min,0.019999999999999997,0.020016949152542374,0.18411492357970685,0.18411492357970685,0.0,0.0,0.0
emp_histpos__s2_msi__above_history_fraction,0.0,0.0024213075060532676,0.18411492357966472,0.18411492357966472,0.0,0.0,0.0
emp_histpos__s2_ndwi__below_history_fraction,0.0,0.0024213075060532676,0.18411492357966472,0.18411492357966472,0.0,0.0,0.0
soilgrids__sand__depth_weighted_0_30cm,44.939999885115725,44.43679915419433,-0.18382595601838317,0.18382595601838317,0.0,0.0,0.0
emp_sensor_shape__s2_vs_planet__lai__spearman_r,0.919513457556936,0.9328087167070219,0.18342907402437209,0.18342907402437209,0.0,0.0,0.0
sat_basic_hist__sentinel_2__dswi3_min__min,0.644840579710145,0.6097118644067797,-0.18318493233196925,0.18318493233196925,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__lai_promedio__m08,0.7191323106844846,0.6760617311125785,-0.18316778025119115,0.18316778025119115,0.0,0.0,0.0
agro_anomaly__s2_fapar__peak_month_shift,0.5579710144927537,0.4067796610169492,-0.18305827867475977,0.18305827867475977,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__emsi_promedio__m05,1.1386504072281085,1.1167529217445347,-0.18305070753491293,0.18305070753491293,0.0,0.0,0.0
sat_basic_hist__sentinel_2__evi_max__max,0.9487608695652172,0.9606271186440679,0.1829643046557836,0.1829643046557836,0.0,0.0,0.0
emp_histpos__s2_ndwi__season_max,0.8327621778829801,0.804749356196635,-0.18278698465679769,0.18278698465679769,0.0,0.0,0.0
sat_pro_2025_monthly__planet__msavi_promedio__m09,0.4301760166943031,0.4184941661943905,-0.18277307239178087,0.18277307239178087,0.0,0.0,0.0
sat_basic_2025__sentinel_2__sti_promedio__min,1.1360289855072463,1.128237288135593,-0.18272172227139102,0.18272172227139102,0.0,0.0,0.0
sat_basic_hist__sentinel_2__srndi_promedio__std,0.10776277078443722,0.11174777732428372,0.18263239223746866,0.18263239223746866,0.0,0.0,0.0
agro_pheno__hist_s2_lai__senescence_slope,-0.25511477095770574,-0.2313334683442734,0.18259819756232992,0.18259819756232992,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndvi_min__max,0.43775362318840577,0.4204406779661017,-0.1825813784817576,0.1825813784817576,0.0,0.0,0.0
agro_pheno__hist_s2_ndvi__early_mean,0.1514460478994419,0.15616822705745928,0.1822297250709031,0.1822297250709031,0.0,0.0,0.0
agro_soil__sand__ratio_0_30_to_30_60,1.0793064398124557,1.0865309215153156,0.1821878430029106,0.1821878430029106,0.0,0.0,0.0
agro_water__2025__aeti_per_precip_m07,0.5588744898870375,0.5381747741201333,-0.18192903168213345,0.18192903168213345,0.0,0.0,0.0
sat_basic_hist__sentinel_2__msi_min__min,0.2763768115942029,0.266,-0.1818595118027439,0.1818595118027439,0.0,0.0,0.0
emp_vci_like_short__s2_ndvi__season_mean,46.45873791604137,47.622025753732814,0.18185010136857724,0.18185010136857724,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndwi_std__mean,0.04607527548701408,0.048165668013875326,0.18184656757897902,0.18184656757897902,0.0,0.0,0.0
sat_basic_2025_monthly__landsat__vi6t_promedio__m08,-0.6366142339544513,-0.6385129136400324,-0.18175833329198318,0.18175833329198318,0.0,0.0,0.0
emp_symchange__s2_msi__rms,0.23532816371983017,0.2225351777586102,-0.1816537260018128,0.1816537260018128,0.0,0.0,0.0
clim_official_2025__prec__m08,130.63207466936345,135.25538822755976,0.1810300560748194,0.1810300560748194,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndsvi_min__min,-0.23319565217391303,-0.2628305084745763,-0.18080686962871376,0.18080686962871376,0.0,0.0,0.0
sat_basic_2025__sentinel_2__endwi_std__min,0.02672463768115942,0.02874576271186441,0.18059365914291525,0.18059365914291525,0.0,0.0,0.0
emp_histpos__s2_ndwi__season_range,0.7627409886887239,0.7366494240819345,-0.180535770281633,0.180535770281633,0.0,0.0,0.0
sat_basic_hist__sentinel_2__nddi_std__std,0.009860048632678396,0.01030357976909325,0.18040351296668455,0.18040351296668455,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mra_min__min,0.019971014492753625,0.01993220338983051,-0.1803308883776434,0.1803308883776434,0.0,0.0,0.0
sat_basic_2025__sentinel_2__enddi_std__max,0.04955072463768116,0.046372881355932205,-0.1802156879243461,0.1802156879243461,0.0,0.0,0.0
emp_distribution__y2025_s2_ndvi__cv_absmean,0.5654429572526077,0.552888355315055,-0.18012845414598228,0.18012845414598228,0.0,0.0,0.0
emp_shape__hist_s2_msi__linear_trend_r2,0.6286952704023516,0.6032092754309177,-0.1799021354948623,0.1799021354948623,0.0,0.0,0.0
sat_pro_2025_monthly__planet__lai_promedio__m07,1.7397453582045972,1.8040815831061594,0.17976042377343862,0.17976042377343862,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__dswi5_promedio__m07,1.3148173913043477,1.358677683615819,0.17970725891378556,0.17970725891378556,0.0,0.0,0.0
sat_basic_hist__sentinel_2__srndi_min__mean,0.008394257153467536,-0.0033451714943928588,-0.17962495045741708,0.17962495045741708,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__sti_promedio__m06,1.2201055361908621,1.2298841424112612,0.1795644537071639,0.1795644537071639,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m04,0.09891644026973309,0.0940978231514248,-0.17952480273723714,0.17952480273723714,0.0,0.0,0.0
sat_basic_hist__sentinel_2__savi_max__mean,0.2848507329808501,0.2921562928824052,0.1794794347196836,0.1794794347196836,0.0,0.0,0.0
sat_basic_hist__sentinel_2__enddi_min__mean,0.07288708822570002,0.06803710011479445,-0.17923734270706523,0.17923734270706523,0.0,0.0,0.0
sat_basic_2025__sentinel_2__ndsvi_max__std,0.09951628641049445,0.09572147227416337,-0.17885789908093683,0.17885789908093683,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__crc_promedio__m05,0.3503420452824385,0.34314519694883594,-0.1785466007976225,0.1785466007976225,0.0,0.0,0.0
sat_basic_2025_monthly__sentinel_2__dswi4_promedio__m06,0.923236111111111,0.934689265536723,0.1785288582215404,0.1785288582215404,0.0,0.0,0.0
sat_basic_hist__sentinel_2__sti_min__min,0.9484202898550725,0.9270677966101696,-0.17849579539514335,0.17849579539514335,0.0,0.0,0.0
emp_vci_like_short__s2_ndvi__season_min,13.138649656931628,14.08647479264449,0.17843026133625106,0.17843026133625106,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m04,0.07644661741001252,0.07973737971068479,0.17835609973083977,0.17835609973083977,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__dswi3_promedio__m04,1.7895970919106468,1.7592145860495434,-0.17828360549037447,0.17828360549037447,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndsvi_promedio__std,0.09841473952294406,0.10186415713721278,0.17822100641419736,0.17822100641419736,0.0,0.0,0.0
agro_pheno__hist_s2_lai__amplitude,0.7493239067689675,0.7082857377556531,-0.1780458872586019,0.1780458872586019,0.0,0.0,0.0
sat_basic_hist__sentinel_2__ndti_std__std,0.011769133720411924,0.012352204621616195,0.17763659118635008,0.17763659118635008,0.0,0.0,0.0
emp_shape__y2025_s2_msi__curvature_energy,0.07413686416969005,0.08345999437184361,0.1765435771455247,0.1765435771455247,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__evi_promedio__m08,0.48060613275613273,0.46469442243255804,-0.1764590456359888,0.1764590456359888,0.0,0.0,0.0
sat_basic_hist__sentinel_2__srndi_promedio__min,-0.2446086956521739,-0.27105084745762714,-0.1759637619673638,0.1759637619673638,0.0,0.0,0.0
agro_pheno__y2025_planet_ndvi__greenup_slope,0.10327676909931077,0.10907883025317633,0.17593064845294853,0.17593064845294853,0.0,0.0,0.0
agro_pheno__hist_s2_evi__amplitude,0.3789176853600128,0.36349462317343667,-0.17578940580590588,0.17578940580590588,0.0,0.0,0.0
sat_basic_hist__sentinel_2__emsi_min__mean,0.5990388342896505,0.5815711532274118,-0.17546653402981474,0.17546653402981474,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m06,0.09661071217429909,0.10029705830892267,0.17524079549721727,0.17524079549721727,0.0,0.0,0.0
sat_basic_hist__sentinel_2__evi_min__min,-0.035811594202898554,-0.02240677966101695,0.17511889229430083,0.17511889229430083,0.0,0.0,0.0
sat_basic_hist__sentinel_2__endwi_std__mean,0.058170311414678814,0.06082187371192542,0.17504921104293591,0.17504921104293591,0.0,0.0,0.0
sat_pro_2025_monthly__planet__evi_promedio__m09,0.4403684350395508,0.42885054041311516,-0.17490420974494872,0.17490420974494872,0.0,0.0,0.0
sat_basic_hist__sentinel_2__mra_max__min,0.02015217391304348,0.02022033898305085,0.17463580061218434,0.17463580061218434,0.0,0.0,0.0
sat_basic_2025__sentinel_2__fapar_max__mean,0.4880136130251949,0.49837424831693894,0.17452515360614151,0.17452515360614151,0.0,0.0,0.0
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m04,0.1978581590510938,0.18920567144719685,-0.17445104753839297,0.17445104753839297,0.0,0.0,0.0
soilgrids__sand__15_30cm__mean,43.21700502438489,42.712941428429836,-0.17384916013754662,0.17384916013754662,0.0,0.0,0.0
