neighbor_scope,pair_type,query_id,neighbor_id,rank,n_series,pearson_mean,spearman_mean,best_lag_corr_mean,best_lag_median_months,dtw_mean
target_to_train,target_train,AGC_042,AGC_054,3,11,0.8836627411131107,0.8487468357042836,0.9669286428498474,0.0,0.21461333054247878
target_to_train,target_train,AGC_042,AGC_037,4,11,0.86849675522412,0.8635188317114413,0.9663756877983118,0.0,0.21137759272504314
target_to_train,target_train,AGC_042,AGC_079,5,11,0.9619032648493809,0.9177513773605587,0.9619032648493809,0.0,0.1524024652277947
target_to_train,target_train,AGC_043,AGC_159,1,11,0.9465748681858663,0.9155844155844157,0.9712350573201839,0.0,0.17765597372510003
target_to_train,target_train,AGC_043,AGC_097,2,11,0.9079778287054571,0.8668831168831171,0.9605806234413712,0.0,0.21699096261865788
target_to_train,target_train,AGC_043,AGC_179,3,11,0.9189937515931206,0.8993506493506497,0.9591012847057396,0.0,0.24132151578905922
target_to_train,target_train,AGC_043,AGC_084,4,11,0.9252271244332053,0.9123376623376626,0.9574241817579515,0.0,0.2548570524317238
target_to_train,target_train,AGC_043,AGC_021,5,11,0.9091456038235478,0.87987012987013,0.9554812213101157,0.0,0.22761905553081024
target_to_train,target_train,AGC_050,AGC_103,1,11,0.9873597059461873,0.9772727272727274,0.9873597059461873,0.0,0.09647410303461988
target_to_train,target_train,AGC_050,AGC_019,2,11,0.9753933274585365,0.9675324675324677,0.9753933274585365,0.0,0.1529091979061622
target_to_train,target_train,AGC_050,AGC_020,3,11,0.9668169247391801,0.94398985016566,0.9668169247391801,0.0,0.14463828903367223
target_to_train,target_train,AGC_050,AGC_089,4,11,0.8516242862558978,0.8084415584415587,0.9621004823230958,0.0,0.20743205223865047
target_to_train,target_train,AGC_050,AGC_187,5,11,0.9618293432349982,0.8960745131226656,0.9618293432349982,0.0,0.15301071694209087
target_to_train,target_train,AGC_052,AGC_123,1,11,0.9361247391432922,0.9112578708670521,0.9869271171650358,0.0,0.12365994342000212
target_to_train,target_train,AGC_052,AGC_032,2,11,0.9513456515328218,0.9047055984110844,0.9797040472677196,0.0,0.1472497837378778
target_to_train,target_train,AGC_052,AGC_022,3,11,0.9279175100756586,0.8816257299090444,0.979521484366855,0.0,0.1841314361398256
target_to_train,target_train,AGC_052,AGC_054,4,11,0.927307059731611,0.9014588451643312,0.9774937480263042,0.0,0.142012028060265
target_to_train,target_train,AGC_052,AGC_122,5,11,0.9482660122672805,0.8966621727472778,0.9757897057046802,0.0,0.17606888420606534
target_to_train,target_train,AGC_061,AGC_074,1,11,0.9819883632758049,0.970779220779221,0.9819883632758049,0.0,0.16531344950679114
target_to_train,target_train,AGC_061,AGC_114,2,11,0.9801813340283041,0.9740259740259742,0.9801813340283041,0.0,0.15032523946757334
target_to_train,target_train,AGC_061,AGC_079,3,11,0.9750282521264882,0.9448051948051951,0.9750282521264882,0.0,0.16380078681515614
target_to_train,target_train,AGC_061,AGC_102,4,11,0.9195774975133474,0.9155844155844158,0.9680952338976389,0.0,0.20285916343071253
target_to_train,target_train,AGC_061,AGC_001,5,11,0.8541822513253691,0.9123376623376622,0.9662234734942331,1.0,0.30848992594350083
target_to_train,target_train,AGC_063,AGC_084,1,11,0.8828160973879335,0.87987012987013,0.9611088014809746,0.0,0.20267067516072979
target_to_train,target_train,AGC_063,AGC_159,2,11,0.9411764269123762,0.9285714285714288,0.9595682747717249,0.0,0.21562150410466333
target_to_train,target_train,AGC_063,AGC_168,3,11,0.9594150529138964,0.9155844155844156,0.9594150529138964,0.0,0.19442370489018881
target_to_train,target_train,AGC_063,AGC_099,4,11,0.8577712660321365,0.840909090909091,0.9579472352665089,2.0,0.3636607670890186
