pair_type,query_id,neighbor_id,n_series,pearson_mean,spearman_mean,best_lag_corr_mean,best_lag_median_months,dtw_mean
target_train,AGC_003,AGC_135,11,0.890575660902502,0.8149350649350652,0.8940588430169221,0.0,0.33708013806959763
target_train,AGC_003,AGC_137,11,0.8258377091944886,0.7824675324675325,0.9086563153348934,-1.0,0.3509146736682895
target_train,AGC_003,AGC_138,11,0.9058429933096314,0.8831168831168832,0.9136060474543146,0.0,0.2881770424463339
target_train,AGC_003,AGC_139,11,0.8452727338011126,0.8019480519480521,0.9184757440458374,-1.0,0.355437476121037
target_train,AGC_003,AGC_140,11,0.8170398608781345,0.7954545454545456,0.9263680273879523,0.0,0.33837050172639094
target_train,AGC_003,AGC_141,11,0.8189542774586003,0.8214285714285716,0.9009934409938309,1.0,0.3717118458557684
target_train,AGC_003,AGC_144,11,0.7428235121633964,0.7727272727272729,0.9165828317108725,-1.0,0.3757751523535713
target_train,AGC_003,AGC_145,11,0.7543771496369849,0.7824675324675326,0.9145376847766807,-1.0,0.370928508516308
target_train,AGC_003,AGC_146,11,0.8275906109957546,0.7857142857142858,0.8917715076913519,-1.0,0.353306669503284
target_train,AGC_003,AGC_148,11,0.8528334822015751,0.8433404995163094,0.8800045581412509,0.0,0.29093328568503873
target_train,AGC_003,AGC_150,11,0.7885189386445134,0.8116883116883119,0.9283216309170604,-1.0,0.36844919295668904
target_train,AGC_003,AGC_151,11,0.676158730995667,0.6785714285714287,0.8918145322636584,-1.0,0.3718920508089347
target_train,AGC_003,AGC_152,11,0.7363559326172243,0.7272727272727274,0.8960240774249922,-1.0,0.3559983658862909
target_train,AGC_003,AGC_155,11,0.8525729187980917,0.8051948051948054,0.9109291595801285,1.0,0.31931304703999847
target_train,AGC_003,AGC_157,11,0.7931554217273521,0.8051948051948054,0.8871530588470936,1.0,0.3628789317833435
target_train,AGC_003,AGC_159,11,0.6823840142492792,0.6558441558441559,0.8395868079461216,2.0,0.42200214336707115
target_train,AGC_003,AGC_160,11,0.6756948913548282,0.6331168831168832,0.8960691102101006,1.0,0.4359965495599038
target_train,AGC_003,AGC_161,11,0.7955487591474877,0.6915584415584416,0.8819266356551256,1.0,0.3554833436720016
target_train,AGC_003,AGC_162,11,0.8646019720004721,0.7694805194805195,0.8754318348138164,0.0,0.3583299473916996
target_train,AGC_003,AGC_163,11,0.8528009391717372,0.8019480519480521,0.8659589396274913,1.0,0.35135100602227815
target_train,AGC_003,AGC_164,11,0.8604501088744115,0.8636363636363638,0.9305660718572958,-1.0,0.3204749478803307
target_train,AGC_003,AGC_165,11,0.9111085617089923,0.8506493506493507,0.921238458551681,0.0,0.28047776509214056
target_train,AGC_003,AGC_166,11,0.6210470358304327,0.6850649350649353,0.9118029426700829,-1.0,0.4155824793614953
target_train,AGC_003,AGC_167,11,0.8505305139977111,0.7889610389610392,0.8604006367116711,0.0,0.3952445408404619
target_train,AGC_003,AGC_168,11,0.6275255270583155,0.5844155844155845,0.8320689350237181,-1.0,0.4002684127624438
target_train,AGC_003,AGC_169,11,0.8476526800757687,0.8116883116883119,0.8887754636870995,1.0,0.39035663897124273
target_train,AGC_003,AGC_170,11,0.8835029375984955,0.8506493506493509,0.8874087493512931,0.0,0.3823417482257055
target_train,AGC_003,AGC_171,11,0.8667982628538365,0.8279220779220782,0.9367260661484699,0.0,0.3078849349084684
target_train,AGC_003,AGC_172,11,0.9036922052762674,0.8181818181818183,0.9210458669966205,0.0,0.3056880867389698
target_train,AGC_003,AGC_176,11,0.9144713495912853,0.8116883116883119,0.9236290096313078,0.0,0.27507677416819215
